formula,class,source,mp_id,e_above_hull,formation_e,is_stable,confidence,n_atoms_cell,sg,elements,ang_mom,predicted_phase,cif_filename
LiVO3,perovskite,materials_project,mp-723831,0.000762292500001,-2.427194401166674,False,high,20,Cc,Li;O;V,"{""Li"": ""s"", ""O"": ""p"", ""V"": ""d""}",,
LiVF3,perovskite,materials_project,mp-752764,0.018508798999995,-3.046416666666668,False,high,10,R3c,F;Li;V,"{""F"": ""p"", ""Li"": ""s"", ""V"": ""d""}",,
LiCrO3,perovskite,materials_project,mp-1185311,0.40936655516666304,-1.666735623666667,False,high,5,Pm-3m,Cr;Li;O,"{""Cr"": ""d"", ""Li"": ""s"", ""O"": ""p""}",,
LiMnO3,perovskite,materials_project,mp-1120793,0.18392001396665902,-1.6915997667528742,False,high,20,Pnma,Li;Mn;O,"{""Li"": ""s"", ""Mn"": ""d"", ""O"": ""p""}",,
LiMnF3,perovskite,materials_project,mp-759492,0.039793635249997,-3.006289792502873,False,high,40,P2_1/c,F;Li;Mn,"{""F"": ""p"", ""Li"": ""s"", ""Mn"": ""d""}",,
LiFeO3,perovskite,materials_project,mp-752521,0.147307044100001,-1.417485105666666,False,high,20,C2/c,Fe;Li;O,"{""Fe"": ""d"", ""Li"": ""s"", ""O"": ""p""}",,
LiFeF3,perovskite,materials_project,mp-780639,0.031662007999996,-2.788585956666666,False,high,10,P2_1/m,F;Fe;Li,"{""F"": ""p"", ""Fe"": ""d"", ""Li"": ""s""}",,
LiNiO3,perovskite,materials_project,mp-1185261,0.5024219344545481,-0.7054583776666661,False,high,5,Pm-3m,Li;Ni;O,"{""Li"": ""s"", ""Ni"": ""d"", ""O"": ""p""}",,
LiNiF3,perovskite,materials_project,mp-758501,0.018963556499999,-2.5963451133333333,False,high,10,R-3,F;Li;Ni,"{""F"": ""p"", ""Li"": ""s"", ""Ni"": ""d""}",,
LiCuF3,perovskite,materials_project,mp-2764589,0.017233510499996,-2.347362580833333,False,high,20,P-1,Cu;F;Li,"{""Cu"": ""d"", ""F"": ""p"", ""Li"": ""s""}",,
LiYO3,perovskite,materials_project,mp-976283,0.415705300089284,-2.229059917666667,False,high,5,Pm-3m,Li;O;Y,"{""Li"": ""s"", ""O"": ""p"", ""Y"": ""d""}",,
LiNbO3,perovskite,materials_project,mp-675069,0.006859243142860001,-2.8926584085238103,False,high,70,P1,Li;Nb;O,"{""Li"": ""s"", ""Nb"": ""d"", ""O"": ""p""}",,
LiRuO3,perovskite,materials_project,mp-1185420,0.211082630791667,-1.457952953666666,False,high,5,Pm-3m,Li;O;Ru,"{""Li"": ""s"", ""O"": ""p"", ""Ru"": ""d""}",,
LiTaO3,perovskite,materials_project,mp-754345,0.088644969000005,-3.036713801133333,False,high,10,P4/mbm,Li;O;Ta,"{""Li"": ""s"", ""O"": ""p"", ""Ta"": ""d""}",,
LiReO3,perovskite,materials_project,mp-8189,0.075053480999998,-2.104858231166666,False,high,10,R3c,Li;O;Re,"{""Li"": ""s"", ""O"": ""p"", ""Re"": ""d""}",,
LiOsO3,perovskite,materials_project,mp-1078188,0.008333421,-1.736222352666666,False,high,10,R-3c,Li;O;Os,"{""Li"": ""s"", ""O"": ""p"", ""Os"": ""d""}",,
NaTiO3,perovskite,materials_project,mp-977123,0.08988452819999401,-2.639808749942529,False,high,5,Pm-3m,Na;O;Ti,"{""Na"": ""s"", ""O"": ""p"", ""Ti"": ""d""}",,
NaTiF3,perovskite,materials_project,mp-1120777,0.23502901877777302,-2.919718483942529,False,high,5,Pm-3m,F;Na;Ti,"{""F"": ""p"", ""Na"": ""s"", ""Ti"": ""d""}",,
NaVO3,perovskite,materials_project,mp-555665,0.005755477500000001,-2.369992200775863,False,high,20,Pnma,Na;O;V,"{""Na"": ""s"", ""O"": ""p"", ""V"": ""d""}",,
NaVF3,perovskite,materials_project,mp-20572,0.09134990799999901,-2.92664838,False,high,5,Pm-3m,F;Na;V,"{""F"": ""p"", ""Na"": ""s"", ""V"": ""d""}",,
NaCrO3,perovskite,materials_project,mp-1076642,0.29644677833333505,-1.708139925275861,False,high,5,Pm-3m,Cr;Na;O,"{""Cr"": ""d"", ""Na"": ""s"", ""O"": ""p""}",,
NaMnF3,perovskite,materials_project,mp-560242,0.0,-2.964065348862068,True,high,20,Pnma,F;Mn;Na,"{""F"": ""p"", ""Mn"": ""d"", ""Na"": ""s""}",,
NaFeO3,perovskite,materials_project,mp-754915,0.055216262999998,-1.383083283275861,False,high,10,R-3,Fe;Na;O,"{""Fe"": ""d"", ""Na"": ""s"", ""O"": ""p""}",,
NaFeF3,perovskite,materials_project,mp-505066,0.00041483750000000005,-2.737226594775862,False,high,20,Pnma,F;Fe;Na,"{""F"": ""p"", ""Fe"": ""d"", ""Na"": ""s""}",,
NaNiO3,perovskite,materials_project,mp-1186154,0.320827803500001,-0.745677687275861,False,high,5,Pm-3m,Na;Ni;O,"{""Na"": ""s"", ""Ni"": ""d"", ""O"": ""p""}",,
NaNiF3,perovskite,materials_project,mp-1078237,0.005519014499999001,-2.552293871,False,high,10,Cmcm,F;Na;Ni,"{""F"": ""p"", ""Na"": ""s"", ""Ni"": ""d""}",,
NaCuF3,perovskite,materials_project,mp-505085,0.004311252000000001,-2.3087606975,False,high,20,P2_1/c,Cu;F;Na,"{""Cu"": ""d"", ""F"": ""p"", ""Na"": ""s""}",,
NaZnO3,perovskite,materials_project,mp-1180211,0.34598868675000105,-0.9150081555258611,False,high,40,P4_2/mbc,Na;O;Zn,"{""Na"": ""s"", ""O"": ""p"", ""Zn"": ""d""}",,
NaZnF3,perovskite,materials_project,mp-3795,0.0,-2.755012105000001,True,high,20,Pnma,F;Na;Zn,"{""F"": ""p"", ""Na"": ""s"", ""Zn"": ""d""}",,
NaNbO3,perovskite,materials_project,mp-1078295,0.003141929999998,-2.841680835275861,False,high,10,R-3,Na;Nb;O,"{""Na"": ""s"", ""Nb"": ""d"", ""O"": ""p""}",,
NaMoO3,perovskite,materials_project,mp-998627,0.088243832000002,-2.023017042275861,False,high,10,R3c,Mo;Na;O,"{""Mo"": ""d"", ""Na"": ""s"", ""O"": ""p""}",,
NaRuO3,perovskite,materials_project,mp-977107,0.089076717374999,-1.518621671275862,False,high,5,Pm-3m,Na;O;Ru,"{""Na"": ""s"", ""O"": ""p"", ""Ru"": ""d""}",,
NaPdO3,perovskite,materials_project,mp-976968,0.26455347162500004,-0.768164637275862,False,high,5,Pm-3m,Na;O;Pd,"{""Na"": ""s"", ""O"": ""p"", ""Pd"": ""d""}",,
NaPdF3,perovskite,materials_project,mp-1220961,0.002678903750004,-2.043136394,False,high,20,P-1,F;Na;Pd,"{""F"": ""p"", ""Na"": ""s"", ""Pd"": ""d""}",,
NaTaO3,perovskite,materials_project,mp-4675,0.0093388935,-3.053653402742529,False,high,10,P4/mbm,Na;O;Ta,"{""Na"": ""s"", ""O"": ""p"", ""Ta"": ""d""}",,
NaWO3,perovskite,materials_project,mp-19328,0.05530045630435201,-2.106962365275861,False,high,5,Pm-3m,Na;O;W,"{""Na"": ""s"", ""O"": ""p"", ""W"": ""d""}",,
NaReO3,perovskite,materials_project,mp-976923,0.041938695600001005,-2.072553317775862,False,high,5,Pm-3m,Na;O;Re,"{""Na"": ""s"", ""O"": ""p"", ""Re"": ""d""}",,
NaOsO3,perovskite,materials_project,mp-998624,0.009487059,-1.6410638067758612,False,high,10,R-3c,Na;O;Os,"{""Na"": ""s"", ""O"": ""p"", ""Os"": ""d""}",,
NaIrO3,perovskite,materials_project,mp-1079568,0.0,-1.4718721862758621,True,high,10,Cmcm,Ir;Na;O,"{""Ir"": ""d"", ""Na"": ""s"", ""O"": ""p""}",,
KScO3,perovskite,materials_project,mp-973960,0.210220316249999,-2.33650292545,False,high,5,Pm-3m,K;O;Sc,"{""K"": ""s"", ""O"": ""p"", ""Sc"": ""d""}",,
KTiO3,perovskite,materials_project,mp-760376,0.08944756050000101,-2.662460197116666,False,high,5,P4mm,K;O;Ti,"{""K"": ""s"", ""O"": ""p"", ""Ti"": ""d""}",,
KVO3,perovskite,materials_project,mp-1076633,0.21691129050000002,-2.18975995645,False,high,5,Pm-3m,K;O;V,"{""K"": ""s"", ""O"": ""p"", ""V"": ""d""}",,
KVF3,perovskite,materials_project,mp-557257,0.0,-3.03907132245,True,high,5,Pm-3m,F;K;V,"{""F"": ""p"", ""K"": ""s"", ""V"": ""d""}",,
KCrO3,perovskite,materials_project,mp-1076732,0.39067048677777805,-1.671608068449999,False,high,5,Pm-3m,Cr;K;O,"{""Cr"": ""d"", ""K"": ""s"", ""O"": ""p""}",,
KCrF3,perovskite,materials_project,mp-1180782,0.002026239,-2.9261463314499983,False,high,10,Ibam,Cr;F;K,"{""Cr"": ""d"", ""F"": ""p"", ""K"": ""s""}",,
KMnO3,perovskite,materials_project,mp-1184948,0.280140147454546,-1.477517156036207,False,high,5,Pm-3m,K;Mn;O,"{""K"": ""s"", ""Mn"": ""d"", ""O"": ""p""}",,
KMnF3,perovskite,materials_project,mp-2759521,4.1641999999342274e-05,-3.016061517036206,False,high,20,P2_1/m,F;K;Mn,"{""F"": ""p"", ""K"": ""s"", ""Mn"": ""d""}",,
KFeO3,perovskite,materials_project,mp-1097023,0.165454048833335,-1.26986237345,False,high,20,Pnma,Fe;K;O,"{""Fe"": ""d"", ""K"": ""s"", ""O"": ""p""}",,
KFeF3,perovskite,materials_project,mp-556891,0.22019067899999903,-2.50385350045,False,high,5,Pm-3m,F;Fe;K,"{""F"": ""p"", ""Fe"": ""d"", ""K"": ""s""}",,
KNiF3,perovskite,materials_project,mp-560976,0.0,-2.636112260449999,True,high,5,Pm-3m,F;K;Ni,"{""F"": ""p"", ""K"": ""s"", ""Ni"": ""d""}",,
KCuF3,perovskite,materials_project,mp-5566,0.0021985480000000003,-2.354250548449999,False,high,10,I4/mcm,Cu;F;K,"{""Cu"": ""d"", ""F"": ""p"", ""K"": ""s""}",,
KZnO3,perovskite,materials_project,mp-1184946,0.37669413450000105,-0.938129754449999,False,high,5,Pm-3m,K;O;Zn,"{""K"": ""s"", ""O"": ""p"", ""Zn"": ""d""}",,
KZnF3,perovskite,materials_project,mp-5878,0.0,-2.8123817304500003,True,high,5,Pm-3m,F;K;Zn,"{""F"": ""p"", ""K"": ""s"", ""Zn"": ""d""}",,
KYO3,perovskite,materials_project,mp-1184945,0.27819480691666604,-2.258839532449999,False,high,5,Pm-3m,K;O;Y,"{""K"": ""s"", ""O"": ""p"", ""Y"": ""d""}",,
KZrO3,perovskite,materials_project,mp-1184950,0.069763034333333,-2.795012398449999,False,high,5,Pm-3m,K;O;Zr,"{""K"": ""s"", ""O"": ""p"", ""Zr"": ""d""}",,
KNbO3,perovskite,materials_project,mp-5246,0.00035340000000100004,-2.851774280450001,False,high,5,Amm2,K;Nb;O,"{""K"": ""s"", ""Nb"": ""d"", ""O"": ""p""}",,
KMoO3,perovskite,materials_project,mp-1040469,0.10687497300000401,-2.04255605245,False,high,5,Pm-3m,K;Mo;O,"{""K"": ""s"", ""Mo"": ""d"", ""O"": ""p""}",,
KRuO3,perovskite,materials_project,mp-973958,0.10410775575000601,-1.5329783984499992,False,high,5,Pm-3m,K;O;Ru,"{""K"": ""s"", ""O"": ""p"", ""Ru"": ""d""}",,
KRhO3,perovskite,materials_project,mp-975134,0.061124044,-1.184232334449999,False,high,5,Pm-3m,K;O;Rh,"{""K"": ""s"", ""O"": ""p"", ""Rh"": ""d""}",,
KPdO3,perovskite,materials_project,mp-972985,0.173103888333334,-0.8254632004499991,False,high,5,Pm-3m,K;O;Pd,"{""K"": ""s"", ""O"": ""p"", ""Pd"": ""d""}",,
KPdF3,perovskite,materials_project,mp-9061,0.034555293999993006,-2.109119648449999,False,high,5,Pm-3m,F;K;Pd,"{""F"": ""p"", ""K"": ""s"", ""Pd"": ""d""}",,
KHfO3,perovskite,materials_project,mp-998227,0.044355651249992,-2.943229516449999,False,high,5,Pm-3m,Hf;K;O,"{""Hf"": ""d"", ""K"": ""s"", ""O"": ""p""}",,
KTaO3,perovskite,materials_project,mp-3614,0.0,-3.071587857916669,True,high,5,Pm-3m,K;O;Ta,"{""K"": ""s"", ""O"": ""p"", ""Ta"": ""d""}",,
KWO3,perovskite,materials_project,mp-1040472,0.067683724833328,-2.13368859445,False,high,5,Pm-3m,K;O;W,"{""K"": ""s"", ""O"": ""p"", ""W"": ""d""}",,
KReO3,perovskite,materials_project,mp-973471,0.03743742071428,-2.08184262095,False,high,5,Pm-3m,K;O;Re,"{""K"": ""s"", ""O"": ""p"", ""Re"": ""d""}",,
KOsO3,perovskite,materials_project,mp-1185009,0.038625092428564003,-1.625179570449999,False,high,5,Pm-3m,K;O;Os,"{""K"": ""s"", ""O"": ""p"", ""Os"": ""d""}",,
KIrO3,perovskite,materials_project,mp-639811,0.0,-1.509878323783333,True,high,60,Pn-3,Ir;K;O,"{""Ir"": ""d"", ""K"": ""s"", ""O"": ""p""}",,
KPtO3,perovskite,materials_project,mp-974842,0.13063624941666502,-0.950692176449999,False,high,5,Pm-3m,K;O;Pt,"{""K"": ""s"", ""O"": ""p"", ""Pt"": ""d""}",,
RbScCl3,perovskite,materials_project,mp-1206320,0.0,-2.302580952499998,True,high,10,P6_3/mmc,Cl;Rb;Sc,"{""Cl"": ""p"", ""Rb"": ""s"", ""Sc"": ""d""}",,
RbVO3,perovskite,materials_project,mp-1076638,0.357393584999999,-2.0522239725,False,high,5,Pm-3m,O;Rb;V,"{""O"": ""p"", ""Rb"": ""s"", ""V"": ""d""}",,
RbVF3,perovskite,materials_project,mp-556424,0.0,-3.0345876665000002,True,high,5,Pm-3m,F;Rb;V,"{""F"": ""p"", ""Rb"": ""s"", ""V"": ""d""}",,
RbCrO3,perovskite,materials_project,mp-1076360,0.508016842750005,-1.5577121245,False,high,5,Pm-3m,Cr;O;Rb,"{""Cr"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbMnO3,perovskite,materials_project,mp-975346,0.37963623908333105,-1.378088158086207,False,high,5,Pm-3m,Mn;O;Rb,"{""Mn"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbMnF3,perovskite,materials_project,mp-558749,0.0,-3.013482878086206,True,high,5,Pm-3m,F;Mn;Rb,"{""F"": ""p"", ""Mn"": ""d"", ""Rb"": ""s""}",,
RbFeO3,perovskite,materials_project,mp-975322,0.266845015666669,-1.164507126499999,False,high,5,Pm-3m,Fe;O;Rb,"{""Fe"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbFeF3,perovskite,materials_project,mp-554465,0.266142958500001,-2.4904115045,False,high,5,Pm-3m,F;Fe;Rb,"{""F"": ""p"", ""Fe"": ""d"", ""Rb"": ""s""}",,
RbNiO3,perovskite,materials_project,mp-975373,0.41978733500000204,-0.650802962499999,False,high,5,Pm-3m,Ni;O;Rb,"{""Ni"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbNiF3,perovskite,materials_project,mp-556488,0.0,-2.6157677544999993,True,high,30,P6_3/mmc,F;Ni;Rb,"{""F"": ""p"", ""Ni"": ""d"", ""Rb"": ""s""}",,
RbCuO3,perovskite,materials_project,mp-975364,0.42699596699999903,-0.6591540465000001,False,high,5,Pm-3m,Cu;O;Rb,"{""Cu"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbCuF3,perovskite,materials_project,mp-554601,0.031564307,-2.3056485615,False,high,5,Pm-3m,Cu;F;Rb,"{""Cu"": ""d"", ""F"": ""p"", ""Rb"": ""s""}",,
RbZnO3,perovskite,materials_project,mp-975159,0.418686624,-0.8810291984999991,False,high,5,Pm-3m,O;Rb;Zn,"{""O"": ""p"", ""Rb"": ""s"", ""Zn"": ""d""}",,
RbZnF3,perovskite,materials_project,mp-4975,0.0,-2.7951774025000002,True,high,30,P6_3/mmc,F;Rb;Zn,"{""F"": ""p"", ""Rb"": ""s"", ""Zn"": ""d""}",,
RbYO3,perovskite,materials_project,mp-975173,0.25637094387499804,-2.258841818500001,False,high,5,Pm-3m,O;Rb;Y,"{""O"": ""p"", ""Rb"": ""s"", ""Y"": ""d""}",,
RbNbO3,perovskite,materials_project,mp-756063,0.0243193675,-2.8147316510000002,False,high,20,C2/m,Nb;O;Rb,"{""Nb"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbMoO3,perovskite,materials_project,mp-975292,0.19331893500000502,-1.9528968765,False,high,5,Pm-3m,Mo;O;Rb,"{""Mo"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbRuO3,perovskite,materials_project,mp-975208,0.19918271774999802,-1.4384222645,False,high,5,Pm-3m,O;Rb;Ru,"{""O"": ""p"", ""Rb"": ""s"", ""Ru"": ""d""}",,
RbRhO3,perovskite,materials_project,mp-1186897,0.115868383,-1.108701878499999,False,high,5,Pm-3m,O;Rb;Rh,"{""O"": ""p"", ""Rb"": ""s"", ""Rh"": ""d""}",,
RbPdO3,perovskite,materials_project,mp-975255,0.155602799000001,-0.774110666499999,False,high,5,Pm-3m,O;Pd;Rb,"{""O"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}",,
RbPdF3,perovskite,materials_project,mp-9060,0.043470064999997005,-2.1177950265,False,high,5,Pm-3m,F;Pd;Rb,"{""F"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}",,
RbPdCl3,perovskite,materials_project,mp-998173,0.043305494500001006,-1.437161573499999,False,high,5,Pm-3m,Cl;Pd;Rb,"{""Cl"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}",,
RbTaO3,perovskite,materials_project,mp-780619,0.010196908000001,-3.022135071466695,False,high,20,P-1,O;Rb;Ta,"{""O"": ""p"", ""Rb"": ""s"", ""Ta"": ""d""}",,
RbWO3,perovskite,materials_project,mp-975138,0.15323820550000603,-2.0409458445,False,high,5,Pm-3m,O;Rb;W,"{""O"": ""p"", ""Rb"": ""s"", ""W"": ""d""}",,
RbReO3,perovskite,materials_project,mp-975216,0.146810710426466,-1.973228657,False,high,5,Pm-3m,O;Rb;Re,"{""O"": ""p"", ""Rb"": ""s"", ""Re"": ""d""}",,
RbOsO3,perovskite,materials_project,mp-1040467,0.09055916899999601,-1.5202451825,False,high,5,Pm-3m,O;Os;Rb,"{""O"": ""p"", ""Os"": ""d"", ""Rb"": ""s""}",,
RbIrO3,perovskite,materials_project,mp-975284,0.044315119,-1.2054180105,False,high,5,Pm-3m,Ir;O;Rb,"{""Ir"": ""d"", ""O"": ""p"", ""Rb"": ""s""}",,
RbPtO3,perovskite,materials_project,mp-975236,0.160222984000003,-0.8889363144999991,False,high,5,Pm-3m,O;Pt;Rb,"{""O"": ""p"", ""Pt"": ""d"", ""Rb"": ""s""}",,
CsScCl3,perovskite,materials_project,mp-27359,0.01003370666667,-2.2092879565,False,high,10,P6_3/mmc,Cl;Cs;Sc,"{""Cl"": ""p"", ""Cs"": ""s"", ""Sc"": ""d""}",,
CsPdO3,perovskite,materials_project,mp-1183913,0.238677719,-0.6875276629310351,False,high,5,Pm-3m,Cs;O;Pd,"{""Cs"": ""s"", ""O"": ""p"", ""Pd"": ""d""}",,
CsPdF3,perovskite,materials_project,mp-1207302,0.073591717999997,-2.019031868999997,False,high,5,Pm-3m,Cs;F;Pd,"{""Cs"": ""s"", ""F"": ""p"", ""Pd"": ""d""}",,
CsPdCl3,perovskite,materials_project,mp-29882,0.007462125500000001,-1.268996981,False,high,20,Ibam,Cl;Cs;Pd,"{""Cl"": ""p"", ""Cs"": ""s"", ""Pd"": ""d""}",,
CaScO3,perovskite,materials_project,mp-1183534,0.24047543449999803,-3.070074366,False,high,5,Pm-3m,Ca;O;Sc,"{""Ca"": ""s"", ""O"": ""p"", ""Sc"": ""d""}",,
CaTiO3,perovskite,materials_project,mp-1205364,0.011449592499999,-3.544637564666666,False,high,20,Cmcm,Ca;O;Ti,"{""Ca"": ""s"", ""O"": ""p"", ""Ti"": ""d""}",,
CaVO3,perovskite,materials_project,mp-22608,0.001156626410715,-2.9363439975,False,high,20,P2_1/c,Ca;O;V,"{""Ca"": ""s"", ""O"": ""p"", ""V"": ""d""}",,
CaCrO3,perovskite,materials_project,mp-20772,0.065114058000003,-2.618279980499998,False,high,20,Pnma,Ca;Cr;O,"{""Ca"": ""s"", ""Cr"": ""d"", ""O"": ""p""}",,
CaMnO3,perovskite,materials_project,mp-19201,0.035074943833336,-2.500438064086206,False,high,20,Pnma,Ca;Mn;O,"{""Ca"": ""s"", ""Mn"": ""d"", ""O"": ""p""}",,
CaFeO3,perovskite,materials_project,mp-1272846,0.004620416999999001,-2.2238986135,False,high,20,P2_1/c,Ca;Fe;O,"{""Ca"": ""s"", ""Fe"": ""d"", ""O"": ""p""}",,
CaNiO3,perovskite,materials_project,mp-1368210,0.05580526474999901,-1.7696274735,False,high,20,Pnma,Ca;Ni;O,"{""Ca"": ""s"", ""Ni"": ""d"", ""O"": ""p""}",,
CaCuO3,perovskite,materials_project,mp-1099873,0.162602422749999,-1.700447860999999,False,high,5,Pm-3m,Ca;Cu;O,"{""Ca"": ""s"", ""Cu"": ""d"", ""O"": ""p""}",,
CaZnO3,perovskite,materials_project,mp-1183540,0.238167657999997,-1.8021280789999992,False,high,5,Pm-3m,Ca;O;Zn,"{""Ca"": ""s"", ""O"": ""p"", ""Zn"": ""d""}",,
CaYO3,perovskite,materials_project,mp-1183544,0.477989082874999,-2.822118803,False,high,5,Pm-3m,Ca;O;Y,"{""Ca"": ""s"", ""O"": ""p"", ""Y"": ""d""}",,
CaZrO3,perovskite,materials_project,mp-776024,0.025365376749999002,-3.644809692749999,False,high,40,Pba2,Ca;O;Zr,"{""Ca"": ""s"", ""O"": ""p"", ""Zr"": ""d""}",,
CaNbO3,perovskite,materials_project,mp-4957,0.058931000750003,-3.157008141,False,high,20,Pnma,Ca;Nb;O,"{""Ca"": ""s"", ""Nb"": ""d"", ""O"": ""p""}",,
CaMoO3,perovskite,materials_project,mp-19012,0.006362272500002,-2.613015463999999,False,high,20,Pnma,Ca;Mo;O,"{""Ca"": ""s"", ""Mo"": ""d"", ""O"": ""p""}",,
CaMoN3,perovskite,materials_project,mp-989649,0.026769174000015,-0.76549741,False,high,10,P2/m,Ca;Mo;N,"{""Ca"": ""s"", ""Mo"": ""d"", ""N"": ""p""}",,
CaRuO3,perovskite,materials_project,mp-1016835,0.16523339749999902,-2.061455217,False,high,5,Pm-3m,Ca;O;Ru,"{""Ca"": ""s"", ""O"": ""p"", ""Ru"": ""d""}",,
CaRhO3,perovskite,materials_project,mp-1193602,0.005130363333334001,-2.087925933666666,False,high,30,P2_1/m,Ca;O;Rh,"{""Ca"": ""s"", ""O"": ""p"", ""Rh"": ""d""}",,
CaHfO3,perovskite,materials_project,mp-1016873,0.16008691399999803,-3.660851149000001,False,high,5,Pm-3m,Ca;Hf;O,"{""Ca"": ""s"", ""Hf"": ""d"", ""O"": ""p""}",,
CaWO3,perovskite,materials_project,mp-1342410,0.053646282333334,-2.611401141499999,False,high,20,Pnma,Ca;O;W,"{""Ca"": ""s"", ""O"": ""p"", ""W"": ""d""}",,
CaWN3,perovskite,materials_project,mp-989616,0.09130367112500001,-0.8058684772500011,False,high,10,C2/m,Ca;N;W,"{""Ca"": ""s"", ""N"": ""p"", ""W"": ""d""}",,
CaReN3,perovskite,materials_project,mp-989606,0.0,-0.7351132354999901,True,high,20,C2/c,Ca;N;Re,"{""Ca"": ""s"", ""N"": ""p"", ""Re"": ""d""}",,
CaOsO3,perovskite,materials_project,mp-1213970,0.08730731009999501,-2.1458542185,False,high,20,Pnma,Ca;O;Os,"{""Ca"": ""s"", ""O"": ""p"", ""Os"": ""d""}",,
CaIrO3,perovskite,materials_project,mp-555735,0.024495219000003003,-2.077454297999999,False,high,20,Pnma,Ca;Ir;O,"{""Ca"": ""s"", ""Ir"": ""d"", ""O"": ""p""}",,
CaPtO3,perovskite,materials_project,mp-4784,0.010547281666654001,-1.991501694000001,False,high,10,Cmcm,Ca;O;Pt,"{""Ca"": ""s"", ""O"": ""p"", ""Pt"": ""d""}",,
SrScO3,perovskite,materials_project,mp-1187191,0.091257467249998,-3.1865535720000002,False,high,5,Pm-3m,O;Sc;Sr,"{""O"": ""p"", ""Sc"": ""d"", ""Sr"": ""s""}",,
SrTiO3,perovskite,materials_project,mp-551830,8.474800000080054e-05,-3.551577543666666,False,high,10,I4/mcm,O;Sr;Ti,"{""O"": ""p"", ""Sr"": ""s"", ""Ti"": ""d""}",,
SrVO3,perovskite,materials_project,mp-18717,0.039101676860283006,-2.878867755,False,high,5,Pm-3m,O;Sr;V,"{""O"": ""p"", ""Sr"": ""s"", ""V"": ""d""}",,
SrCrO3,perovskite,materials_project,mp-781082,0.065288641651781,-2.579012125285714,False,high,70,P1,Cr;O;Sr,"{""Cr"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrMnO3,perovskite,materials_project,mp-19001,0.003063650999999,-2.496220726086208,False,high,20,P6_3mc,Mn;O;Sr,"{""Mn"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrFeO3,perovskite,materials_project,mp-510624,0.0,-2.222982896999998,True,high,5,Pm-3m,Fe;O;Sr,"{""Fe"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrNiO3,perovskite,materials_project,mp-762506,0.045951716999993,-1.7639698830000001,False,high,10,Pm-3m,Ni;O;Sr,"{""Ni"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrCuO3,perovskite,materials_project,mp-1076711,0.008427793812503,-1.740167172999999,False,high,5,Pm-3m,Cu;O;Sr,"{""Cu"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrZnO3,perovskite,materials_project,mp-1186757,0.16797229800000002,-1.871074826999999,False,high,5,Pm-3m,O;Sr;Zn,"{""O"": ""p"", ""Sr"": ""s"", ""Zn"": ""d""}",,
SrZrO3,perovskite,materials_project,mp-5076,0.009295326999996,-3.652363501500001,False,high,10,I4/mcm,O;Sr;Zr,"{""O"": ""p"", ""Sr"": ""s"", ""Zr"": ""d""}",,
SrNbO3,perovskite,materials_project,mp-10339,0.007797432928578001,-3.180447969,False,high,20,Pnma,Nb;O;Sr,"{""Nb"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrMoO3,perovskite,materials_project,mp-1078716,0.009092676000003,-2.587846040000001,False,high,10,P-1,Mo;O;Sr,"{""Mo"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrRuO3,perovskite,materials_project,mp-4525,0.006622184999997001,-2.183989452000004,False,high,10,I4/mcm,O;Ru;Sr,"{""O"": ""p"", ""Ru"": ""d"", ""Sr"": ""s""}",,
SrRhO3,perovskite,materials_project,mp-1208626,0.005810413749988,-2.015733355,False,high,20,Pnma,O;Rh;Sr,"{""O"": ""p"", ""Rh"": ""d"", ""Sr"": ""s""}",,
SrPdO3,perovskite,materials_project,mp-1187190,0.07012186049999601,-1.677081801,False,high,5,Pm-3m,O;Pd;Sr,"{""O"": ""p"", ""Pd"": ""d"", ""Sr"": ""s""}",,
SrHfO3,perovskite,materials_project,mp-4673,0.0037482720000010005,-3.808616651999998,False,high,20,Cmcm,Hf;O;Sr,"{""Hf"": ""d"", ""O"": ""p"", ""Sr"": ""s""}",,
SrTaO3,perovskite,materials_project,mp-1186755,0.059606806506677004,-3.278887796466667,False,high,5,Pm-3m,O;Sr;Ta,"{""O"": ""p"", ""Sr"": ""s"", ""Ta"": ""d""}",,
SrWO3,perovskite,materials_project,mp-1186764,0.19504557100000103,-2.455699439000001,False,high,5,Pm-3m,O;Sr;W,"{""O"": ""p"", ""Sr"": ""s"", ""W"": ""d""}",,
SrWN3,perovskite,materials_project,mp-989625,0.055517831125019006,-0.826510407249999,False,high,10,P1,N;Sr;W,"{""N"": ""p"", ""Sr"": ""s"", ""W"": ""d""}",,
