formula,class,R,status,reason,n_atoms,energy_eV,energy_per_atom_eV,elapsed_sec
Ti2CrGe,heusler,6,passed,,59,-1599.5105,-27.110347,59.9
Ti2CrBi,heusler,6,passed,,62,-1831.6103,-29.542102,127.0
Ti2CrIn,heusler,5,passed,,30,-697.4267,-23.247557,69.3
Ti2CrAl,heusler,6,passed,,71,-1736.7626,-24.461445,261.7
Ni2WSb,heusler,6,passed,,59,-4043.1966,-68.528756,944.7
Ti2CrSi,heusler,6,passed,,59,-1583.4333,-26.837853,51.8
Ti2FeAl,heusler,5,passed,,27,-1178.5544,-43.650163,26.1
Ti2CrSb,heusler,5,passed,,27,-799.6167,-29.615433,116.6
Ti2CoIn,heusler,6,passed,,52,-1905.5321,-36.644848,447.2
Ti2CrSn,heusler,5,passed,,24,-638.8364,-26.618183,69.6
Ti2CoSb,heusler,6,passed,,59,-2423.0729,-41.069032,453.0
Ti2FeBi,heusler,5,passed,,39,-1461.6176,-37.477374,106.9
Ti2FeGa,heusler,6,passed,,59,-1938.6422,-32.858342,82.0
Ti2FeGa,heusler,5,passed,,27,-1177.3648,-43.606104,96.1
Ti2CrSn,heusler,6,passed,,58,-1521.2043,-26.22766,185.9
Ti2FeGe,heusler,6,passed,,59,-2138.0335,-36.237856,64.8
Ti2FeSb,heusler,5,passed,,27,-1153.8711,-42.735967,8.4
Ti2CrSi,heusler,5,passed,,30,-806.3705,-26.879017,296.7
Ti2FeIn,heusler,5,passed,,27,-872.5629,-32.317144,116.9
Ti2FeGe,heusler,5,passed,,27,-1046.1397,-38.745915,137.5
Ti2FeSb,heusler,6,passed,,59,-2247.6245,-38.095331,78.8
Ti2FeSi,heusler,5,passed,,27,-935.8123,-34.659715,71.2
Ti2HfAl,heusler,5,passed,,27,-579.848,-21.475852,8.8
Ti2FeSn,heusler,5,passed,,27,-1230.1045,-45.559426,46.6
Ti2CrIn,heusler,6,passed,,48,-1147.0475,-23.896823,441.0
Ti2HfBi,heusler,5,passed,,24,-775.4636,-32.310983,25.5
Ti2HfGa,heusler,5,passed,,27,-591.0507,-21.890767,8.3
Ti2HfGa,heusler,6,passed,,59,-1355.8208,-22.980014,62.1
Ti2HfGe,heusler,5,passed,,27,-659.1588,-24.413289,8.9
Ti2CoAl,heusler,6,passed,,59,-2085.6747,-35.350419,1088.3
Ti2HfIn,heusler,5,passed,,24,-524.2703,-21.844596,49.8
Ti2FeIn,heusler,6,passed,,58,-1882.6133,-32.45885,428.8
Ti2HfSb,heusler,5,passed,,27,-712.9302,-26.404822,9.0
Ti2CrSb,heusler,6,passed,,58,-1689.8308,-29.135014,761.8
Ti2FeAl,heusler,6,passed,,59,-1924.1316,-32.6124,734.8
Ti2HfBi,heusler,6,passed,,48,-1394.1714,-29.045237,432.2
Ti2HfSi,heusler,5,passed,,27,-664.1551,-24.598337,87.6
Ti2HfSn,heusler,5,passed,,27,-641.3376,-23.753244,11.7
Ti2MnAl,heusler,5,passed,,27,-1005.1552,-37.22797,54.3
Ti2HfAl,heusler,6,passed,,59,-1343.7694,-22.775753,578.5
Ti2HfIn,heusler,6,passed,,55,-1228.6787,-22.339613,339.2
Ti2HfGe,heusler,6,passed,,59,-1528.8688,-25.913031,591.9
Ti2MnBi,heusler,5,passed,,33,-1244.2371,-37.704155,132.8
Ti2MnGa,heusler,5,passed,,27,-1002.2647,-37.120915,53.6
Ti2MnGa,heusler,6,passed,,59,-1758.2373,-29.800632,129.8
Ti2FeSn,heusler,6,passed,,59,-2059.5324,-34.907329,881.9
Ti2MnGe,heusler,5,passed,,27,-1054.0144,-39.03757,127.9
Ti2FeBi,heusler,6,failed,timeout,62,,,1200.0
Ti2HfSi,heusler,6,passed,,59,-1502.9004,-25.472888,483.9
Ti2MnSb,heusler,5,passed,,24,-971.7094,-40.487892,40.3
Ti2FeSi,heusler,6,passed,,59,-2204.0147,-37.356181,1072.3
Ti2HfSb,heusler,6,passed,,58,-1602.9531,-27.637122,754.0
Ti2MnIn,heusler,5,passed,,27,-790.3326,-29.271578,191.3
Ti2MnAl,heusler,6,passed,,59,-1750.0755,-29.662297,579.5
Ti2MoAl,heusler,5,passed,,27,-692.8444,-25.660904,25.5
Ti2MnSn,heusler,6,passed,,59,-1897.1071,-32.154358,89.1
Ti2MnSi,heusler,5,passed,,27,-1047.5778,-38.799178,187.2
Ti2MoBi,heusler,5,passed,,27,-1044.0931,-38.670115,53.1
Ti2MoGa,heusler,5,passed,,3,-74.3597,-24.786567,1.9
Ti2MoAl,heusler,6,passed,,59,-1679.1311,-28.459849,108.4
Ti2MoGe,heusler,5,passed,,27,-901.0527,-33.372322,6.2
Ti2MoGa,heusler,6,passed,,6,-170.2892,-28.381533,51.9
Ti2MoIn,heusler,5,passed,,27,-842.4497,-31.201841,19.8
Ti2MoGe,heusler,6,passed,,59,-1810.1292,-30.680156,55.0
Ti2MnSn,heusler,5,passed,,27,-1040.933,-38.553074,260.2
Ti2MoBi,heusler,6,passed,,59,-1940.1068,-32.883166,176.7
Ti2MoSi,heusler,5,passed,,27,-875.7477,-32.4351,7.3
Ti2MnBi,heusler,6,passed,,59,-2084.6138,-35.332437,778.4
Ti2MoSn,heusler,5,passed,,4,-108.0811,-27.020275,2.2
Ti2MoSn,heusler,6,passed,,5,-138.8924,-27.77848,1.6
Ti2NbAl,heusler,5,passed,,3,-56.5459,-18.848633,2.1
Ti2NbAl,heusler,6,passed,,6,-131.5299,-21.92165,2.4
Ti2MoSb,heusler,5,passed,,27,-1020.218,-37.785852,80.4
Ti2NbBi,heusler,5,passed,,27,-849.5156,-31.463541,58.7
Ti2NbGa,heusler,5,passed,,27,-702.0598,-26.002215,10.7
Ti2NbGa,heusler,6,passed,,59,-1466.8204,-24.861363,54.8
Ti2NbGe,heusler,5,passed,,27,-826.9296,-30.627022,7.9
Ti2HfSn,heusler,6,passed,,58,-1444.5516,-24.906062,1035.7
Ti2NbIn,heusler,5,passed,,27,-689.2498,-25.52777,23.7
Ti2NbGe,heusler,6,passed,,59,-1630.9853,-27.643819,49.7
Ti2NbSb,heusler,5,passed,,27,-943.6588,-34.950326,6.6
Ti2NbSb,heusler,6,passed,,59,-1739.6244,-29.485159,58.9
Ti2NbSi,heusler,5,passed,,27,-800.8908,-29.662622,8.2
Ti2MnGe,heusler,6,passed,,59,-1961.4169,-33.244354,800.5
Ti2NbSn,heusler,5,passed,,4,-99.2618,-24.81545,20.9
Ti2NbSn,heusler,6,passed,,5,-128.1649,-25.63298,2.2
Ti2NbSi,heusler,6,passed,,59,-1603.8276,-27.183519,137.8
Ti2NiAl,heusler,5,passed,,27,-1026.8661,-38.032078,133.1
Ti2MoSb,heusler,6,passed,,59,-1925.1491,-32.629646,501.1
Ti2NiBi,heusler,5,passed,,33,-1472.1784,-44.611467,31.7
Ti2NiGa,heusler,5,passed,,27,-1511.0724,-55.965644,13.4
Ti2MnSb,heusler,6,passed,,59,-2051.668,-34.774034,952.8
Ti2NiGe,heusler,5,passed,,27,-1191.6388,-44.13477,14.5
Ti2NiGa,heusler,6,passed,,59,-2270.7927,-38.488012,110.3
Ti2NiBi,heusler,6,passed,,59,-2621.8558,-44.438234,192.9
Ti2MnIn,heusler,6,passed,,59,-1759.8451,-29.827883,1146.4
Ti2NiSb,heusler,5,passed,,27,-1312.6418,-48.616363,9.0
Ti2MoIn,heusler,6,passed,,59,-1600.3487,-27.124554,802.7
Ti2MoSi,heusler,6,passed,,59,-1790.3384,-30.344719,736.5
Ti2MnSi,heusler,6,passed,,59,-1930.173,-32.714797,1080.5
Ti2NiSi,heusler,6,passed,,59,-2469.0392,-41.848122,54.9
Ti2NiGe,heusler,6,passed,,59,-2495.1334,-42.290397,252.2
Ti2NbBi,heusler,6,passed,,59,-1779.6163,-30.162988,780.4
Ti2NiSn,heusler,5,passed,,27,-1568.9709,-58.110033,59.9
Ti2NiIn,heusler,5,passed,,27,-1023.5106,-37.9078,246.0
Ti2NiSn,heusler,6,passed,,59,-2380.1316,-40.341214,70.8
Ti2TaGa,heusler,5,passed,,27,-673.8394,-24.957015,9.5
Ti2NiIn,heusler,6,passed,,58,-2212.6748,-38.149566,229.6
Ti2TaGe,heusler,5,passed,,27,-814.4117,-30.163396,10.9
Ti2TaGa,heusler,6,passed,,59,-1437.7081,-24.367934,45.8
Ti2TaIn,heusler,5,passed,,27,-660.6686,-24.469207,16.0
Ti2TaAl,heusler,5,passed,,27,-643.0735,-23.817537,139.3
Ti2TaSb,heusler,5,passed,,27,-795.3517,-29.45747,8.7
Ti2TaGe,heusler,6,passed,,59,-1597.7261,-27.080103,67.2
Ti2TaSi,heusler,5,passed,,27,-788.3632,-29.198637,7.8
Ti2NbIn,heusler,6,passed,,56,-1365.5844,-24.385436,795.5
Ti2NiSi,heusler,5,passed,,27,-1174.9147,-43.515359,252.1
Ti2TaBi,heusler,5,passed,,27,-818.7882,-30.325489,164.4
Ti2TaSn,heusler,5,passed,,27,-725.7752,-26.880563,11.3
Ti2TaSb,heusler,6,passed,,59,-1723.4715,-29.211381,57.6
Ti2VAl,heusler,5,passed,,27,-727.5932,-26.947896,41.1
Ti2TaSi,heusler,6,passed,,59,-1570.7762,-26.623325,59.1
Ti2TaSn,heusler,6,passed,,59,-1553.9367,-26.33791,55.2
Ti2VGa,heusler,5,passed,,27,-677.8097,-25.104063,6.5
Ti2VGe,heusler,5,passed,,27,-834.6813,-30.914122,8.7
Ti2TaIn,heusler,6,passed,,57,-1352.7363,-23.732216,155.1
Ti2VBi,heusler,5,passed,,36,-1184.4544,-32.901511,77.7
Ti2VGe,heusler,6,passed,,59,-1658.134,-28.103966,43.1
Ti2VGa,heusler,6,passed,,59,-1502.7583,-25.47048,60.2
Ti2VSb,heusler,5,passed,,27,-950.7531,-35.213078,6.9
Ti2VIn,heusler,5,passed,,27,-710.0712,-26.298933,21.8
Ti2VSi,heusler,5,passed,,27,-809.1816,-29.969689,7.4
Ti2VSn,heusler,5,passed,,27,-791.7186,-29.322911,10.7
Ti2VSi,heusler,6,passed,,59,-1632.3752,-27.667376,45.5
Ti2WAl,heusler,5,passed,,27,-693.0812,-25.669674,8.8
Ti2TaAl,heusler,6,passed,,59,-1425.2179,-24.156236,346.4
Ti2VSb,heusler,6,passed,,59,-1766.6216,-29.942739,66.4
Ti2VSn,heusler,6,passed,,59,-1611.7337,-27.31752,89.6
Ti2WGa,heusler,6,passed,,6,-149.204,-24.867333,2.7
Ti2WGe,heusler,5,passed,,27,-871.6223,-32.282307,6.3
Ti2VIn,heusler,6,passed,,59,-1442.9158,-24.4562,129.9
Ti2WAl,heusler,6,passed,,59,-1563.0508,-26.492386,73.1
Ti2WIn,heusler,5,passed,,27,-779.4997,-28.870359,19.0
Ti2WSb,heusler,5,passed,,27,-985.4108,-36.496696,6.0
Ti2WGe,heusler,6,passed,,59,-1736.8244,-29.437702,50.1
Ti2WSi,heusler,5,passed,,27,-845.6638,-31.320881,6.2
Ti2WSb,heusler,6,passed,,59,-1846.0767,-31.289436,65.2
Ti2WBi,heusler,6,passed,,59,-1874.1703,-31.765598,149.2
Ti2WSn,heusler,5,passed,,27,-828.5004,-30.6852,4.7
Ti2WSi,heusler,6,passed,,59,-1710.2237,-28.986842,45.4
Ti2WIn,heusler,6,passed,,59,-1522.8492,-25.811003,99.3
Ti2NiSb,heusler,6,passed,,59,-2608.493,-44.211746,651.5
Ti2WBi,heusler,5,passed,,27,-949.2149,-35.156107,190.8
Ti2ZrGa,heusler,5,passed,,27,-598.2016,-22.155615,7.6
Ti2WSn,heusler,6,passed,,59,-1693.1485,-28.697432,50.4
Ti2ZrGa,heusler,6,passed,,59,-1364.3027,-23.123775,71.5
Ti2ZrGe,heusler,5,passed,,27,-685.3876,-25.384726,88.6
Ti2ZrAl,heusler,5,passed,,32,-728.2052,-22.756412,174.0
Ti2ZrIn,heusler,5,passed,,24,-531.8058,-22.158575,37.7
Ti2ZrBi,heusler,5,passed,,27,-744.0323,-27.556752,159.2
Ti2ZrSb,heusler,5,passed,,27,-721.4373,-26.7199,9.6
Ti2ZrSi,heusler,5,passed,,27,-655.0451,-24.26093,20.5
Ti2NiAl,heusler,6,failed,timeout,59,,,1200.0
Ti2ZrAl,heusler,6,passed,,50,-1142.6774,-22.853548,444.1
Ti2ZrIn,heusler,6,passed,,55,-1234.5819,-22.446944,338.2
Ti2ZrSn,heusler,5,passed,,27,-665.2578,-24.639178,208.8
Ti2TaBi,heusler,6,passed,,59,-1745.9762,-29.592817,1019.2
Ti2ZrSi,heusler,6,passed,,59,-1511.1636,-25.612942,379.8
V2CoAl,heusler,5,passed,,51,-2114.5689,-41.462135,83.3
V2CoGa,heusler,5,passed,,27,-1032.7768,-38.250993,47.9
Ti2VBi,heusler,6,passed,,59,-1792.1684,-30.375736,932.0
Ti2ZrSn,heusler,6,passed,,58,-1450.3017,-25.005202,236.5
Ti2VAl,heusler,6,passed,,59,-1477.923,-25.049542,1063.7
V2CoAl,heusler,6,passed,,65,-2825.5559,-43.470091,257.2
V2CoIn,heusler,5,passed,,30,-1096.9513,-36.565043,77.7
V2CoSb,heusler,5,passed,,27,-1297.2887,-48.04773,12.7
V2CoBi,heusler,6,passed,,62,-2854.1405,-46.034524,254.8
Ti2ZrSb,heusler,6,passed,,58,-1609.6617,-27.752788,665.1
V2CoBi,heusler,5,passed,,39,-1847.5303,-47.372572,368.0
V2CoSn,heusler,5,passed,,33,-1327.6748,-40.23257,30.2
V2CoSi,heusler,5,passed,,51,-2227.1244,-43.669106,123.6
Ti2ZrBi,heusler,6,passed,,58,-1630.0184,-28.103766,1031.0
Ti2ZrGe,heusler,6,passed,,59,-1539.6018,-26.094946,947.3
V2CrAl,heusler,5,passed,,52,-1531.4045,-29.450087,106.8
V2CoGa,heusler,6,passed,,59,-2423.0867,-41.069266,439.9
V2CrGa,heusler,5,passed,,27,-735.7155,-27.248722,23.4
V2CoGe,heusler,5,passed,,51,-2237.9196,-43.880776,518.1
V2CrBi,heusler,6,passed,,65,-2225.7825,-34.242808,103.1
V2CrAl,heusler,6,passed,,65,-1902.6325,-29.271269,140.6
V2CrBi,heusler,5,passed,,52,-1761.9908,-33.884438,162.5
V2CrGe,heusler,6,passed,,65,-2084.5403,-32.069851,77.6
V2CrIn,heusler,5,passed,,30,-795.972,-26.5324,52.2
V2CoSb,heusler,6,passed,,59,-2693.2844,-45.648888,460.1
V2CrSb,heusler,5,passed,,36,-1293.3906,-35.927517,45.2
V2CrGa,heusler,6,passed,,59,-1730.7188,-29.334217,227.9
V2CrGe,heusler,5,passed,,51,-1605.4228,-31.478878,179.6
V2CrSi,heusler,5,passed,,51,-1597.9203,-31.331771,53.3
V2CrSi,heusler,6,passed,,65,-2058.7582,-31.673203,95.0
V2CoSi,heusler,6,passed,,65,-2979.0276,-45.831194,594.8
V2CrSn,heusler,5,passed,,33,-1018.3772,-30.859915,111.8
V2CrIn,heusler,6,passed,,59,-1701.0487,-28.831334,235.5
V2FeGa,heusler,5,passed,,41,-1630.7605,-39.774646,111.6
V2FeBi,heusler,5,passed,,51,-2231.2682,-43.750357,145.3
V2FeAl,heusler,5,passed,,51,-1785.9571,-35.018767,270.9
V2CoIn,heusler,6,passed,,59,-2392.6258,-40.55298,842.5
V2FeGe,heusler,5,passed,,38,-1570.3563,-41.325166,89.6
V2CoSn,heusler,6,passed,,57,-2381.2902,-41.777021,744.9
V2FeIn,heusler,5,passed,,38,-1445.8774,-38.049405,110.6
V2FeAl,heusler,6,passed,,83,-3109.2679,-37.461059,339.1
V2FeBi,heusler,6,passed,,65,-2911.8332,-44.797434,314.0
V2CoGe,heusler,6,passed,,65,-3006.7528,-46.257735,1089.1
V2FeGa,heusler,6,passed,,57,-2119.997,-37.19293,217.6
V2FeSn,heusler,5,passed,,38,-1544.102,-40.634263,112.4
V2FeSi,heusler,5,passed,,40,-1620.7208,-40.51802,160.3
V2FeSb,heusler,6,passed,,61,-2634.5835,-43.189893,201.3
V2FeSb,heusler,5,passed,,30,-1363.2943,-45.443143,247.0
V2HfAl,heusler,5,passed,,36,-960.8251,-26.689586,100.5
V2HfGa,heusler,5,passed,,27,-690.5223,-25.5749,8.2
V2HfBi,heusler,5,passed,,35,-1163.7249,-33.249283,98.7
V2HfGe,heusler,5,passed,,27,-851.1222,-31.523044,12.1
V2CrSn,heusler,6,passed,,55,-1731.6839,-31.485162,705.8
V2HfBi,heusler,6,passed,,45,-1452.6345,-32.280767,117.6
V2HfIn,heusler,5,passed,,27,-651.2953,-24.122048,18.0
V2HfSb,heusler,5,passed,,27,-966.5868,-35.799511,7.6
V2HfAl,heusler,6,passed,,52,-1378.6849,-26.513171,190.4
V2HfSi,heusler,5,passed,,27,-825.0902,-30.558896,15.5
V2CrSb,heusler,6,passed,,58,-1977.8547,-34.100943,844.5
V2HfSn,heusler,5,passed,,27,-806.9833,-29.88827,7.3
V2HfGe,heusler,6,passed,,59,-1786.9486,-30.287264,97.9
V2HfIn,heusler,6,passed,,59,-1593.0878,-27.001488,105.4
V2FeSn,heusler,6,passed,,60,-2488.5808,-41.476347,376.9
V2HfSn,heusler,6,passed,,59,-1741.9213,-29.52409,110.3
V2MnAl,heusler,5,passed,,45,-1607.9989,-35.733309,106.0
V2FeGe,heusler,6,passed,,69,-2772.196,-40.176754,696.1
V2FeIn,heusler,6,passed,,43,-1598.6547,-37.178016,680.4
V2MnGe,heusler,5,passed,,38,-1454.2209,-38.268971,30.1
V2MnGa,heusler,6,passed,,49,-1712.3774,-34.946478,128.2
V2MnIn,heusler,5,passed,,32,-1121.8779,-35.058684,52.8
V2HfSb,heusler,6,passed,,59,-1910.245,-32.377034,445.4
V2MnGa,heusler,5,passed,,42,-1527.2473,-36.363031,328.4
V2MnBi,heusler,5,passed,,51,-2066.6056,-40.521678,467.8
V2MnGe,heusler,6,passed,,74,-2851.1976,-38.529697,284.9
V2MnSb,heusler,5,passed,,30,-1232.1313,-41.071043,159.0
V2MnSn,heusler,5,passed,,30,-1155.4586,-38.515287,60.3
V2FeSi,heusler,6,passed,,78,-3196.7786,-40.984341,984.5
V2MnSb,heusler,6,passed,,61,-2424.0561,-39.738625,193.7
V2MoAl,heusler,5,passed,,36,-1092.5631,-30.348975,66.6
V2HfSi,heusler,6,passed,,59,-1770.2075,-30.003517,761.8
V2MoBi,heusler,5,passed,,33,-1305.6432,-39.564945,156.0
V2MoGa,heusler,5,passed,,27,-812.9452,-30.109081,7.0
V2MnIn,heusler,6,passed,,43,-1465.9454,-34.091753,484.0
V2MoGe,heusler,5,passed,,27,-998.6288,-36.986252,7.0
V2MoGe,heusler,6,passed,,59,-2073.9915,-35.152398,45.0
V2MoGa,heusler,6,passed,,59,-1920.8289,-32.556422,59.2
V2MoIn,heusler,5,passed,,27,-920.947,-34.109148,40.7
V2MoSb,heusler,5,passed,,27,-1083.7012,-40.137081,9.9
V2HfGa,heusler,6,passed,,59,-1638.2905,-27.767636,1108.2
V2MoSi,heusler,5,passed,,36,-1291.1906,-35.866406,83.1
V2MnSi,heusler,5,passed,,51,-1893.7508,-37.132369,616.1
V2MoSn,heusler,5,passed,,27,-926.7616,-34.324504,8.2
V2MnAl,heusler,6,passed,,71,-2461.7605,-34.672683,1097.9
V2MoSi,heusler,6,passed,,59,-2048.5326,-34.720892,84.3
V2NbAl,heusler,5,passed,,39,-1145.1094,-29.361779,101.9
V2NbBi,heusler,5,passed,,33,-1229.1734,-37.247679,42.4
V2MnBi,heusler,6,failed,timeout,65,,,1200.0
V2NbGa,heusler,5,passed,,27,-738.6318,-27.356733,10.8
V2NbAl,heusler,6,passed,,67,-1965.7359,-29.339342,182.0
V2NbGe,heusler,5,passed,,27,-899.8084,-33.326237,7.5
V2NbGa,heusler,6,passed,,59,-1744.7366,-29.571807,73.9
V2NbIn,heusler,5,passed,,27,-763.6002,-28.281489,20.1
V2NbBi,heusler,6,passed,,58,-2008.3337,-34.626443,230.8
V2MoBi,heusler,6,passed,,59,-2222.9873,-37.677751,784.8
V2NbSb,heusler,5,passed,,27,-1011.8449,-37.475737,8.0
V2NbSi,heusler,5,passed,,27,-872.8109,-32.32633,10.5
V2NbIn,heusler,6,passed,,59,-1702.6265,-28.858076,221.9
V2NbSn,heusler,5,passed,,27,-855.7816,-31.695615,8.3
V2MnSi,heusler,6,passed,,65,-2490.1867,-38.310565,1112.7
V2MoAl,heusler,6,passed,,62,-1989.7743,-32.093134,1041.0
V2NbSn,heusler,6,passed,,59,-1856.5672,-31.467241,87.5
V2NiBi,heusler,5,passed,,39,-1962.8161,-50.328618,84.6
V2MnSn,heusler,6,failed,timeout,58,,,1200.1
V2NiAl,heusler,5,passed,,48,-2124.6755,-44.264073,176.8
V2MoSn,heusler,6,passed,,59,-2041.8386,-34.607434,697.6
V2MoSb,heusler,6,passed,,59,-2203.3621,-37.34512,933.0
V2NbGe,heusler,6,passed,,59,-1912.7161,-32.418917,645.3
V2NiBi,heusler,6,passed,,61,-2950.211,-48.364115,300.0
V2MoIn,heusler,6,failed,timeout,59,,,1200.1
V2NiIn,heusler,5,passed,,27,-1083.0104,-40.111496,181.2
V2NbSb,heusler,6,passed,,59,-2025.5039,-34.330575,670.1
V2NiSb,heusler,5,passed,,27,-1676.0176,-62.074726,90.1
V2NiGe,heusler,5,passed,,51,-2410.3892,-47.262533,371.6
V2NiSn,heusler,5,passed,,27,-1216.4452,-45.053526,18.6
V2NiGa,heusler,5,passed,,36,-1668.5304,-46.348067,460.7
V2NbSi,heusler,6,passed,,59,-1882.9787,-31.914893,769.4
V2NiSi,heusler,5,passed,,51,-2402.1107,-47.10021,132.6
V2TaAl,heusler,5,passed,,36,-1022.8805,-28.413347,61.4
V2TaBi,heusler,5,passed,,36,-1173.2565,-32.590458,81.6
V2TaGa,heusler,5,passed,,27,-728.0646,-26.965356,8.9
V2TaGa,heusler,6,passed,,59,-1719.3739,-29.141931,71.7
V2TaGe,heusler,5,passed,,27,-888.9518,-32.924141,9.9
V2TaAl,heusler,6,passed,,58,-1669.9761,-28.792691,315.4
V2TaIn,heusler,5,passed,,27,-736.7889,-27.288478,18.0
V2TaGe,heusler,6,passed,,59,-1881.6611,-31.892561,249.9
V2TaBi,heusler,6,passed,,55,-1893.8438,-34.433524,407.6
V2TaIn,heusler,6,passed,,59,-1676.7869,-28.420117,109.0
V2TaSb,heusler,5,passed,,27,-1000.9412,-37.071896,8.7
V2TaSi,heusler,5,passed,,33,-1054.5898,-31.957267,41.5
V2TaSn,heusler,5,passed,,27,-844.7958,-31.288733,5.6
V2NiGa,heusler,6,passed,,49,-2233.1025,-45.57352,987.0
V2TaSn,heusler,6,passed,,59,-1830.711,-31.029,80.2
V2NiSn,heusler,6,passed,,59,-2722.0651,-46.136697,651.8
V2NiAl,heusler,6,failed,timeout,77,,,1200.0
V2TiAl,heusler,5,passed,,39,-1077.1021,-27.618003,63.1
V2TiGa,heusler,5,passed,,27,-695.7723,-25.769344,7.1
V2NiSi,heusler,6,passed,,65,-3230.0438,-49.692982,720.9
V2TiGe,heusler,5,passed,,27,-857.6092,-31.763304,9.6
V2TiBi,heusler,5,passed,,33,-1186.3542,-35.950127,103.1
V2NiGe,heusler,6,passed,,65,-3255.3678,-50.082582,1106.6
V2TiIn,heusler,5,passed,,27,-670.8186,-24.845133,21.0
V2NiIn,heusler,6,passed,,59,-2580.7937,-43.742266,934.6
V2TiSb,heusler,5,passed,,30,-1068.0178,-35.600593,38.3
V2TaSi,heusler,6,passed,,58,-1825.2246,-31.46939,310.8
V2TiSi,heusler,5,passed,,36,-1119.4,-31.094444,77.7
V2TiSn,heusler,5,passed,,27,-813.1071,-30.115078,9.8
V2NiSb,heusler,6,passed,,59,-2855.3894,-48.396431,970.0
V2WAl,heusler,5,passed,,5,-131.8621,-26.37242,2.4
V2WAl,heusler,6,passed,,5,-131.8621,-26.37242,1.5
V2TiSb,heusler,6,passed,,59,-1913.6331,-32.434459,117.1
V2WBi,heusler,5,passed,,33,-1274.1642,-38.611036,47.0
V2WGa,heusler,5,passed,,27,-785.2338,-29.082733,8.8
V2WGa,heusler,6,passed,,59,-1857.3409,-31.480354,88.5
V2WGe,heusler,5,passed,,27,-943.2741,-34.936078,7.5
V2TiAl,heusler,6,passed,,78,-2081.1555,-26.681481,444.6
V2WIn,heusler,5,passed,,27,-755.2312,-27.971526,11.5
V2TiGa,heusler,6,passed,,59,-1654.6614,-28.045108,741.2
V2WSb,heusler,5,passed,,27,-1055.2236,-39.082356,7.2
V2TiBi,heusler,6,passed,,58,-1925.3952,-33.196469,786.9
V2TiSi,heusler,6,passed,,62,-1888.1131,-30.453437,608.5
V2WSi,heusler,5,passed,,33,-1112.3534,-33.707679,37.6
V2WSn,heusler,5,passed,,27,-899.2544,-33.305719,5.5
V2TiSn,heusler,6,passed,,59,-1766.5315,-29.941212,598.8
V2WSn,heusler,6,passed,,59,-1967.6655,-33.350263,64.5
V2ZrAl,heusler,5,passed,,35,-936.0799,-26.74514,68.5
V2TaSb,heusler,6,passed,,59,-2000.4076,-33.905214,1137.8
V2ZrBi,heusler,5,passed,,35,-1169.619,-33.417686,108.0
V2WSi,heusler,6,passed,,59,-1987.7135,-33.690059,237.5
V2ZrGa,heusler,5,passed,,27,-692.5973,-25.651752,9.1
V2TiGe,heusler,6,passed,,59,-1813.5121,-30.737493,987.1
V2ZrGe,heusler,5,passed,,27,-854.5423,-31.649715,11.9
V2ZrIn,heusler,5,passed,,27,-659.4101,-24.422596,19.4
V2WIn,heusler,6,passed,,59,-1829.8581,-31.014544,793.6
V2ZrSb,heusler,5,passed,,27,-969.7807,-35.917804,7.9
V2ZrBi,heusler,6,passed,,45,-1457.0968,-32.379929,256.7
V2ZrSi,heusler,5,passed,,27,-828.3242,-30.678674,12.0
V2TiIn,heusler,6,failed,timeout,59,,,1200.0
V2ZrSn,heusler,5,passed,,27,-725.855,-26.883519,11.2
V2ZrIn,heusler,6,passed,,59,-1602.8969,-27.167744,285.8
V2ZrAl,heusler,6,passed,,48,-1300.7948,-27.099892,458.2
V2WGe,heusler,6,passed,,59,-2019.7831,-34.233612,1020.4
V2ZrGa,heusler,6,passed,,59,-1640.7617,-27.80952,430.3
V2WBi,heusler,6,failed,timeout,59,,,1200.0
BaCrH3,hydride,5,passed,,45,-547.9669,-12.177042,236.4
BaCuH3,hydride,5,passed,,48,-881.375,-18.361979,200.6
BaFeH3,hydride,5,passed,,39,-809.765,-20.763205,176.5
BaCrH3,hydride,6,passed,,57,-860.3166,-15.093274,326.2
BaInH3,hydride,5,passed,,27,-338.4471,-12.535078,7.8
BaInH3,hydride,6,passed,,51,-577.8683,-11.330751,12.9
V2WSb,heusler,6,passed,,59,-2131.192,-36.121898,960.6
BaGaH3,hydride,6,passed,,48,-588.3686,-12.257679,114.3
BaMgH3,hydride,5,passed,,27,-236.1717,-8.7471,85.2
BaGaH3,hydride,5,passed,,45,-518.6844,-11.52632,182.5
BaMoH3,hydride,5,passed,,45,-651.1146,-14.469213,14.4
BaCuH3,hydride,6,passed,,63,-1011.8822,-16.061622,409.8
BaMoH3,hydride,6,passed,,57,-1087.2444,-19.074463,53.6
BaMgH3,hydride,6,passed,,51,-473.3964,-9.282282,166.5
BaNbH3,hydride,6,passed,,48,-655.369,-13.653521,68.0
BaFeH3,hydride,6,passed,,63,-1008.162,-16.002571,367.5
BaNbH3,hydride,5,passed,,45,-563.9587,-12.532416,88.5
BaPdH3,hydride,5,passed,,45,-680.0987,-15.113304,10.9
BaScH3,hydride,5,passed,,45,-460.9955,-10.244344,11.9
BaScH3,hydride,6,passed,,45,-460.9955,-10.244344,11.7
BaMnH3,hydride,6,passed,,66,-1301.0415,-19.71275,210.7
BaMnH3,hydride,5,passed,,45,-721.1798,-16.026218,241.2
