formula,class,sg,a,n_atoms_cell,t_factor,mu_factor,vec,delta_percent,predicted_phase,confidence,elements,ang_mom
CoCrMoW,hea,BCC_SQS,3.0025,16,,,6.75,4.78,bcc,medium,Co;Cr;Mo;W,"{""Co"": ""d"", ""Cr"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCoCrMo,hea,BCC_SQS,3.04,16,,,6.0,5.58,bcc,low,Al;Co;Cr;Mo,"{""Al"": ""p"", ""Co"": ""d"", ""Cr"": ""d"", ""Mo"": ""d""}"
CoCrTaW,hea,BCC_SQS,3.04,16,,,6.5,6.28,bcc,low,Co;Cr;Ta;W,"{""Co"": ""d"", ""Cr"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCoCrW,hea,BCC_SQS,3.0425,16,,,6.0,5.58,bcc,low,Al;Co;Cr;W,"{""Al"": ""p"", ""Co"": ""d"", ""Cr"": ""d"", ""W"": ""d""}"
CrCuNbNi,hea,FCC_SQS,3.745,32,,,8.0,6.49,fcc,low,Cr;Cu;Nb;Ni,"{""Cr"": ""d"", ""Cu"": ""d"", ""Nb"": ""d"", ""Ni"": ""d""}"
CrCuMoNi,hea,FCC_SQS,3.695,32,,,8.25,4.3,fcc,medium,Cr;Cu;Mo;Ni,"{""Cr"": ""d"", ""Cu"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
CrCuNiTa,hea,FCC_SQS,3.745,32,,,8.0,6.49,fcc,low,Cr;Cu;Ni;Ta,"{""Cr"": ""d"", ""Cu"": ""d"", ""Ni"": ""d"", ""Ta"": ""d""}"
CrCuNiW,hea,FCC_SQS,3.6975,32,,,8.25,4.3,fcc,medium,Cr;Cu;Ni;W,"{""Cr"": ""d"", ""Cu"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlCrCuNi,hea,BCC_SQS,2.9875,16,,,7.5,5.55,mixed,low,Al;Cr;Cu;Ni,"{""Al"": ""p"", ""Cr"": ""d"", ""Cu"": ""d"", ""Ni"": ""d""}"
CrMoNbNi,hea,BCC_SQS,3.035,16,,,6.75,6.5,bcc,low,Cr;Mo;Nb;Ni,"{""Cr"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""Ni"": ""d""}"
CrNbNiW,hea,BCC_SQS,3.0375,16,,,6.75,6.5,bcc,low,Cr;Nb;Ni;W,"{""Cr"": ""d"", ""Nb"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
CrMoNiTa,hea,BCC_SQS,3.035,16,,,6.75,6.5,bcc,low,Cr;Mo;Ni;Ta,"{""Cr"": ""d"", ""Mo"": ""d"", ""Ni"": ""d"", ""Ta"": ""d""}"
CrMoNiW,hea,BCC_SQS,3.0,16,,,7.0,5.02,mixed,low,Cr;Mo;Ni;W,"{""Cr"": ""d"", ""Mo"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlCrMoNi,hea,BCC_SQS,3.0375,16,,,6.25,5.81,bcc,low,Al;Cr;Mo;Ni,"{""Al"": ""p"", ""Cr"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
CrNiTaW,hea,BCC_SQS,3.0375,16,,,6.75,6.5,bcc,low,Cr;Ni;Ta;W,"{""Cr"": ""d"", ""Ni"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCrNiW,hea,BCC_SQS,3.04,16,,,6.25,5.81,bcc,low,Al;Cr;Ni;W,"{""Al"": ""p"", ""Cr"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
CrCuMoNb,hea,BCC_SQS,3.07,16,,,7.0,5.66,mixed,low,Cr;Cu;Mo;Nb,"{""Cr"": ""d"", ""Cu"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
CrCuNbTa,hea,BCC_SQS,3.1075,16,,,6.75,6.57,bcc,low,Cr;Cu;Nb;Ta,"{""Cr"": ""d"", ""Cu"": ""d"", ""Nb"": ""d"", ""Ta"": ""d""}"
CrCuNbW,hea,BCC_SQS,3.0725,16,,,7.0,5.66,mixed,low,Cr;Cu;Nb;W,"{""Cr"": ""d"", ""Cu"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
AlCrCuNb,hea,BCC_SQS,3.11,16,,,6.25,6.1,bcc,low,Al;Cr;Cu;Nb,"{""Al"": ""p"", ""Cr"": ""d"", ""Cu"": ""d"", ""Nb"": ""d""}"
CrCuMoTa,hea,BCC_SQS,3.07,16,,,7.0,5.66,mixed,low,Cr;Cu;Mo;Ta,"{""Cr"": ""d"", ""Cu"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
CrCuMoW,hea,BCC_SQS,3.035,16,,,7.25,4.12,mixed,low,Cr;Cu;Mo;W,"{""Cr"": ""d"", ""Cu"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCrCuMo,hea,BCC_SQS,3.0725,16,,,6.5,4.95,bcc,medium,Al;Cr;Cu;Mo,"{""Al"": ""p"", ""Cr"": ""d"", ""Cu"": ""d"", ""Mo"": ""d""}"
CrCuTaW,hea,BCC_SQS,3.0725,16,,,7.0,5.66,mixed,low,Cr;Cu;Ta;W,"{""Cr"": ""d"", ""Cu"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCrCuTa,hea,BCC_SQS,3.11,16,,,6.25,6.1,bcc,low,Al;Cr;Cu;Ta,"{""Al"": ""p"", ""Cr"": ""d"", ""Cu"": ""d"", ""Ta"": ""d""}"
AlCrCuW,hea,BCC_SQS,3.075,16,,,6.5,4.95,bcc,medium,Al;Cr;Cu;W,"{""Al"": ""p"", ""Cr"": ""d"", ""Cu"": ""d"", ""W"": ""d""}"
CrMoNbTa,hea,BCC_SQS,3.1575,16,,,5.5,5.27,bcc,medium,Cr;Mo;Nb;Ta,"{""Cr"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""Ta"": ""d""}"
CrMoNbW,hea,BCC_SQS,3.1225,16,,,5.75,4.67,bcc,medium,Cr;Mo;Nb;W,"{""Cr"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
AlCrMoNb,hea,BCC_SQS,3.16,16,,,5.0,4.91,bcc,medium,Al;Cr;Mo;Nb,"{""Al"": ""p"", ""Cr"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
CrNbTaW,hea,BCC_SQS,3.16,16,,,5.5,5.27,bcc,medium,Cr;Nb;Ta;W,"{""Cr"": ""d"", ""Nb"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCrNbTa,hea,BCC_SQS,3.1975,16,,,4.75,5.3,bcc,medium,Al;Cr;Nb;Ta,"{""Al"": ""p"", ""Cr"": ""d"", ""Nb"": ""d"", ""Ta"": ""d""}"
AlCrNbW,hea,BCC_SQS,3.1625,16,,,5.0,4.91,bcc,medium,Al;Cr;Nb;W,"{""Al"": ""p"", ""Cr"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
CrMoTaW,hea,BCC_SQS,3.1225,16,,,5.75,4.67,bcc,medium,Cr;Mo;Ta;W,"{""Cr"": ""d"", ""Mo"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCrMoTa,hea,BCC_SQS,3.16,16,,,5.0,4.91,bcc,medium,Al;Cr;Mo;Ta,"{""Al"": ""p"", ""Cr"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
AlCrMoW,hea,BCC_SQS,3.125,16,,,5.25,4.07,bcc,medium,Al;Cr;Mo;W,"{""Al"": ""p"", ""Cr"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCrTaW,hea,BCC_SQS,3.1625,16,,,5.0,4.91,bcc,medium,Al;Cr;Ta;W,"{""Al"": ""p"", ""Cr"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
CoFeMnNi,hea,FCC_SQS,3.585,32,,,8.5,0.89,fcc,high,Co;Fe;Mn;Ni,"{""Co"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""Ni"": ""d""}"
CoCuFeMn,hea,FCC_SQS,3.6075,32,,,8.75,0.88,fcc,high,Co;Cu;Fe;Mn,"{""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d""}"
CoFeMnMo,hea,BCC_SQS,2.9275,16,,,7.5,4.39,mixed,low,Co;Fe;Mn;Mo,"{""Co"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d""}"
CoFeMnW,hea,BCC_SQS,2.93,16,,,7.5,4.39,mixed,low,Co;Fe;Mn;W,"{""Co"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""W"": ""d""}"
AlCoFeMn,hea,BCC_SQS,2.9675,16,,,6.75,5.68,bcc,low,Al;Co;Fe;Mn,"{""Al"": ""p"", ""Co"": ""d"", ""Fe"": ""d"", ""Mn"": ""d""}"
CuFeMnNi,hea,FCC_SQS,3.6025,32,,,9.0,1.17,fcc,high,Cu;Fe;Mn;Ni,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""Ni"": ""d""}"
FeMnMoNi,hea,BCC_SQS,2.925,16,,,7.75,4.55,mixed,low,Fe;Mn;Mo;Ni,"{""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
FeMnNiW,hea,BCC_SQS,2.9275,16,,,7.75,4.55,mixed,low,Fe;Mn;Ni;W,"{""Fe"": ""d"", ""Mn"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlFeMnNi,hea,BCC_SQS,2.965,16,,,7.0,5.83,mixed,low,Al;Fe;Mn;Ni,"{""Al"": ""p"", ""Fe"": ""d"", ""Mn"": ""d"", ""Ni"": ""d""}"
CuFeMnNb,hea,BCC_SQS,2.9975,16,,,7.75,6.27,mixed,low,Cu;Fe;Mn;Nb,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""Nb"": ""d""}"
CuFeMnMo,hea,FCC_SQS,3.715,32,,,8.0,4.03,fcc,medium,Cu;Fe;Mn;Mo,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d""}"
CuFeMnTa,hea,BCC_SQS,2.9975,16,,,7.75,6.27,mixed,low,Cu;Fe;Mn;Ta,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""Ta"": ""d""}"
CuFeMnW,hea,FCC_SQS,3.7175,32,,,8.0,4.03,fcc,medium,Cu;Fe;Mn;W,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d"", ""W"": ""d""}"
AlCuFeMn,hea,BCC_SQS,3.0,16,,,7.25,5.32,mixed,low,Al;Cu;Fe;Mn,"{""Al"": ""p"", ""Cu"": ""d"", ""Fe"": ""d"", ""Mn"": ""d""}"
FeMnMoNb,hea,BCC_SQS,3.0475,16,,,6.5,6.23,bcc,low,Fe;Mn;Mo;Nb,"{""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
FeMnNbW,hea,BCC_SQS,3.05,16,,,6.5,6.23,bcc,low,Fe;Mn;Nb;W,"{""Fe"": ""d"", ""Mn"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
FeMnMoTa,hea,BCC_SQS,3.0475,16,,,6.5,6.23,bcc,low,Fe;Mn;Mo;Ta,"{""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
FeMnMoW,hea,BCC_SQS,3.0125,16,,,6.75,4.72,bcc,medium,Fe;Mn;Mo;W,"{""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlFeMnMo,hea,BCC_SQS,3.05,16,,,6.0,5.53,bcc,low,Al;Fe;Mn;Mo,"{""Al"": ""p"", ""Fe"": ""d"", ""Mn"": ""d"", ""Mo"": ""d""}"
FeMnTaW,hea,BCC_SQS,3.05,16,,,6.5,6.23,bcc,low,Fe;Mn;Ta;W,"{""Fe"": ""d"", ""Mn"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlFeMnW,hea,BCC_SQS,3.0525,16,,,6.0,5.53,bcc,low,Al;Fe;Mn;W,"{""Al"": ""p"", ""Fe"": ""d"", ""Mn"": ""d"", ""W"": ""d""}"
CoCuMnNi,hea,FCC_SQS,3.575,32,,,9.25,1.25,fcc,high,Co;Cu;Mn;Ni,"{""Co"": ""d"", ""Cu"": ""d"", ""Mn"": ""d"", ""Ni"": ""d""}"
CoMnMoNi,hea,FCC_SQS,3.665,32,,,8.0,4.67,fcc,medium,Co;Mn;Mo;Ni,"{""Co"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
CoMnNiW,hea,FCC_SQS,3.6675,32,,,8.0,4.67,fcc,medium,Co;Mn;Ni;W,"{""Co"": ""d"", ""Mn"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlCoMnNi,hea,BCC_SQS,2.9525,16,,,7.25,5.95,mixed,low,Al;Co;Mn;Ni,"{""Al"": ""p"", ""Co"": ""d"", ""Mn"": ""d"", ""Ni"": ""d""}"
CoCuMnNb,hea,FCC_SQS,3.7375,32,,,8.0,6.42,fcc,low,Co;Cu;Mn;Nb,"{""Co"": ""d"", ""Cu"": ""d"", ""Mn"": ""d"", ""Nb"": ""d""}"
CoCuMnMo,hea,FCC_SQS,3.6875,32,,,8.25,4.2,fcc,medium,Co;Cu;Mn;Mo,"{""Co"": ""d"", ""Cu"": ""d"", ""Mn"": ""d"", ""Mo"": ""d""}"
CoCuMnTa,hea,FCC_SQS,3.7375,32,,,8.0,6.42,fcc,low,Co;Cu;Mn;Ta,"{""Co"": ""d"", ""Cu"": ""d"", ""Mn"": ""d"", ""Ta"": ""d""}"
CoCuMnW,hea,FCC_SQS,3.69,32,,,8.25,4.2,fcc,medium,Co;Cu;Mn;W,"{""Co"": ""d"", ""Cu"": ""d"", ""Mn"": ""d"", ""W"": ""d""}"
AlCoCuMn,hea,BCC_SQS,2.9875,16,,,7.5,5.47,mixed,low,Al;Co;Cu;Mn,"{""Al"": ""p"", ""Co"": ""d"", ""Cu"": ""d"", ""Mn"": ""d""}"
CoMnMoNb,hea,BCC_SQS,3.035,16,,,6.75,6.44,bcc,low,Co;Mn;Mo;Nb,"{""Co"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
CoMnNbW,hea,BCC_SQS,3.0375,16,,,6.75,6.44,bcc,low,Co;Mn;Nb;W,"{""Co"": ""d"", ""Mn"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
CoMnMoTa,hea,BCC_SQS,3.035,16,,,6.75,6.44,bcc,low,Co;Mn;Mo;Ta,"{""Co"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
CoMnMoW,hea,BCC_SQS,3.0,16,,,7.0,4.93,mixed,low,Co;Mn;Mo;W,"{""Co"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCoMnMo,hea,BCC_SQS,3.0375,16,,,6.25,5.74,bcc,low,Al;Co;Mn;Mo,"{""Al"": ""p"", ""Co"": ""d"", ""Mn"": ""d"", ""Mo"": ""d""}"
CoMnTaW,hea,BCC_SQS,3.0375,16,,,6.75,6.44,bcc,low,Co;Mn;Ta;W,"{""Co"": ""d"", ""Mn"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCoMnW,hea,BCC_SQS,3.04,16,,,6.25,5.74,bcc,low,Al;Co;Mn;W,"{""Al"": ""p"", ""Co"": ""d"", ""Mn"": ""d"", ""W"": ""d""}"
CuMnNbNi,hea,FCC_SQS,3.7325,32,,,8.25,6.58,fcc,low,Cu;Mn;Nb;Ni,"{""Cu"": ""d"", ""Mn"": ""d"", ""Nb"": ""d"", ""Ni"": ""d""}"
CuMnMoNi,hea,FCC_SQS,3.6825,32,,,8.5,4.39,fcc,medium,Cu;Mn;Mo;Ni,"{""Cu"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
CuMnNiTa,hea,FCC_SQS,3.7325,32,,,8.25,6.58,fcc,low,Cu;Mn;Ni;Ta,"{""Cu"": ""d"", ""Mn"": ""d"", ""Ni"": ""d"", ""Ta"": ""d""}"
CuMnNiW,hea,FCC_SQS,3.685,32,,,8.5,4.39,fcc,medium,Cu;Mn;Ni;W,"{""Cu"": ""d"", ""Mn"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlCuMnNi,hea,BCC_SQS,2.985,16,,,7.75,5.64,mixed,low,Al;Cu;Mn;Ni,"{""Al"": ""p"", ""Cu"": ""d"", ""Mn"": ""d"", ""Ni"": ""d""}"
MnMoNiW,hea,BCC_SQS,2.9975,16,,,7.25,5.17,mixed,low,Mn;Mo;Ni;W,"{""Mn"": ""d"", ""Mo"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlMnMoNi,hea,BCC_SQS,3.035,16,,,6.5,5.97,bcc,low,Al;Mn;Mo;Ni,"{""Al"": ""p"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
AlMnNiW,hea,BCC_SQS,3.0375,16,,,6.5,5.97,bcc,low,Al;Mn;Ni;W,"{""Al"": ""p"", ""Mn"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
CuMnMoNb,hea,BCC_SQS,3.0675,16,,,7.25,5.86,mixed,low,Cu;Mn;Mo;Nb,"{""Cu"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
CuMnNbW,hea,BCC_SQS,3.07,16,,,7.25,5.86,mixed,low,Cu;Mn;Nb;W,"{""Cu"": ""d"", ""Mn"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
AlCuMnNb,hea,BCC_SQS,3.1075,16,,,6.5,6.3,bcc,low,Al;Cu;Mn;Nb,"{""Al"": ""p"", ""Cu"": ""d"", ""Mn"": ""d"", ""Nb"": ""d""}"
CuMnMoTa,hea,BCC_SQS,3.0675,16,,,7.25,5.86,mixed,low,Cu;Mn;Mo;Ta,"{""Cu"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
CuMnMoW,hea,BCC_SQS,3.0325,16,,,7.5,4.32,mixed,low,Cu;Mn;Mo;W,"{""Cu"": ""d"", ""Mn"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCuMnMo,hea,BCC_SQS,3.07,16,,,6.75,5.14,bcc,medium,Al;Cu;Mn;Mo,"{""Al"": ""p"", ""Cu"": ""d"", ""Mn"": ""d"", ""Mo"": ""d""}"
CuMnTaW,hea,BCC_SQS,3.07,16,,,7.25,5.86,mixed,low,Cu;Mn;Ta;W,"{""Cu"": ""d"", ""Mn"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCuMnTa,hea,BCC_SQS,3.1075,16,,,6.5,6.3,bcc,low,Al;Cu;Mn;Ta,"{""Al"": ""p"", ""Cu"": ""d"", ""Mn"": ""d"", ""Ta"": ""d""}"
AlCuMnW,hea,BCC_SQS,3.0725,16,,,6.75,5.14,bcc,medium,Al;Cu;Mn;W,"{""Al"": ""p"", ""Cu"": ""d"", ""Mn"": ""d"", ""W"": ""d""}"
MnMoNbTa,hea,BCC_SQS,3.155,16,,,5.75,5.56,bcc,low,Mn;Mo;Nb;Ta,"{""Mn"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""Ta"": ""d""}"
MnMoNbW,hea,BCC_SQS,3.12,16,,,6.0,4.96,bcc,medium,Mn;Mo;Nb;W,"{""Mn"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
AlMnMoNb,hea,BCC_SQS,3.1575,16,,,5.25,5.21,bcc,medium,Al;Mn;Mo;Nb,"{""Al"": ""p"", ""Mn"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
MnNbTaW,hea,BCC_SQS,3.1575,16,,,5.75,5.56,bcc,low,Mn;Nb;Ta;W,"{""Mn"": ""d"", ""Nb"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlMnNbTa,hea,BCC_SQS,3.195,16,,,5.0,5.62,bcc,low,Al;Mn;Nb;Ta,"{""Al"": ""p"", ""Mn"": ""d"", ""Nb"": ""d"", ""Ta"": ""d""}"
AlMnNbW,hea,BCC_SQS,3.16,16,,,5.25,5.21,bcc,medium,Al;Mn;Nb;W,"{""Al"": ""p"", ""Mn"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
MnMoTaW,hea,BCC_SQS,3.12,16,,,6.0,4.96,bcc,medium,Mn;Mo;Ta;W,"{""Mn"": ""d"", ""Mo"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlMnMoTa,hea,BCC_SQS,3.1575,16,,,5.25,5.21,bcc,medium,Al;Mn;Mo;Ta,"{""Al"": ""p"", ""Mn"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
AlMnMoW,hea,BCC_SQS,3.1225,16,,,5.5,4.38,bcc,medium,Al;Mn;Mo;W,"{""Al"": ""p"", ""Mn"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlMnTaW,hea,BCC_SQS,3.16,16,,,5.25,5.21,bcc,medium,Al;Mn;Ta;W,"{""Al"": ""p"", ""Mn"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
CoCuFeNi,hea,FCC_SQS,3.58,32,,,9.5,1.18,fcc,high,Co;Cu;Fe;Ni,"{""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d"", ""Ni"": ""d""}"
CoFeMoNi,hea,FCC_SQS,3.67,32,,,8.25,4.75,fcc,medium,Co;Fe;Mo;Ni,"{""Co"": ""d"", ""Fe"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
CoFeNiW,hea,FCC_SQS,3.6725,32,,,8.25,4.75,fcc,medium,Co;Fe;Ni;W,"{""Co"": ""d"", ""Fe"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlCoFeNi,hea,BCC_SQS,2.9525,16,,,7.5,6.04,mixed,low,Al;Co;Fe;Ni,"{""Al"": ""p"", ""Co"": ""d"", ""Fe"": ""d"", ""Ni"": ""d""}"
CoCuFeNb,hea,FCC_SQS,3.7425,32,,,8.25,6.54,fcc,low,Co;Cu;Fe;Nb,"{""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d"", ""Nb"": ""d""}"
CoCuFeMo,hea,FCC_SQS,3.6925,32,,,8.5,4.32,fcc,medium,Co;Cu;Fe;Mo,"{""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d"", ""Mo"": ""d""}"
CoCuFeTa,hea,FCC_SQS,3.7425,32,,,8.25,6.54,fcc,low,Co;Cu;Fe;Ta,"{""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d"", ""Ta"": ""d""}"
CoCuFeW,hea,FCC_SQS,3.695,32,,,8.5,4.32,fcc,medium,Co;Cu;Fe;W,"{""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d"", ""W"": ""d""}"
AlCoCuFe,hea,BCC_SQS,2.9875,16,,,7.75,5.59,mixed,low,Al;Co;Cu;Fe,"{""Al"": ""p"", ""Co"": ""d"", ""Cu"": ""d"", ""Fe"": ""d""}"
CoFeMoW,hea,BCC_SQS,3.0,16,,,7.25,5.11,mixed,low,Co;Fe;Mo;W,"{""Co"": ""d"", ""Fe"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCoFeMo,hea,BCC_SQS,3.0375,16,,,6.5,5.92,bcc,low,Al;Co;Fe;Mo,"{""Al"": ""p"", ""Co"": ""d"", ""Fe"": ""d"", ""Mo"": ""d""}"
AlCoFeW,hea,BCC_SQS,3.04,16,,,6.5,5.92,bcc,low,Al;Co;Fe;W,"{""Al"": ""p"", ""Co"": ""d"", ""Fe"": ""d"", ""W"": ""d""}"
CuFeMoNi,hea,FCC_SQS,3.6875,32,,,8.75,4.49,fcc,medium,Cu;Fe;Mo;Ni,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
CuFeNiW,hea,FCC_SQS,3.69,32,,,8.75,4.49,fcc,medium,Cu;Fe;Ni;W,"{""Cu"": ""d"", ""Fe"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlCuFeNi,hea,FCC_SQS,3.7075,32,,,8.0,5.75,fcc,low,Al;Cu;Fe;Ni,"{""Al"": ""p"", ""Cu"": ""d"", ""Fe"": ""d"", ""Ni"": ""d""}"
FeMoNiW,hea,BCC_SQS,2.9975,16,,,7.5,5.33,mixed,low,Fe;Mo;Ni;W,"{""Fe"": ""d"", ""Mo"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
AlFeMoNi,hea,BCC_SQS,3.035,16,,,6.75,6.13,bcc,low,Al;Fe;Mo;Ni,"{""Al"": ""p"", ""Fe"": ""d"", ""Mo"": ""d"", ""Ni"": ""d""}"
AlFeNiW,hea,BCC_SQS,3.0375,16,,,6.75,6.13,bcc,low,Al;Fe;Ni;W,"{""Al"": ""p"", ""Fe"": ""d"", ""Ni"": ""d"", ""W"": ""d""}"
CuFeMoNb,hea,BCC_SQS,3.0675,16,,,7.5,6.06,mixed,low,Cu;Fe;Mo;Nb,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
CuFeNbW,hea,BCC_SQS,3.07,16,,,7.5,6.06,mixed,low,Cu;Fe;Nb;W,"{""Cu"": ""d"", ""Fe"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
AlCuFeNb,hea,BCC_SQS,3.1075,16,,,6.75,6.51,bcc,low,Al;Cu;Fe;Nb,"{""Al"": ""p"", ""Cu"": ""d"", ""Fe"": ""d"", ""Nb"": ""d""}"
CuFeMoTa,hea,BCC_SQS,3.0675,16,,,7.5,6.06,mixed,low,Cu;Fe;Mo;Ta,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mo"": ""d"", ""Ta"": ""d""}"
CuFeMoW,hea,BCC_SQS,3.0325,16,,,7.75,4.54,mixed,low,Cu;Fe;Mo;W,"{""Cu"": ""d"", ""Fe"": ""d"", ""Mo"": ""d"", ""W"": ""d""}"
AlCuFeMo,hea,BCC_SQS,3.07,16,,,7.0,5.36,mixed,low,Al;Cu;Fe;Mo,"{""Al"": ""p"", ""Cu"": ""d"", ""Fe"": ""d"", ""Mo"": ""d""}"
CuFeTaW,hea,BCC_SQS,3.07,16,,,7.5,6.06,mixed,low,Cu;Fe;Ta;W,"{""Cu"": ""d"", ""Fe"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
AlCuFeTa,hea,BCC_SQS,3.1075,16,,,6.75,6.51,bcc,low,Al;Cu;Fe;Ta,"{""Al"": ""p"", ""Cu"": ""d"", ""Fe"": ""d"", ""Ta"": ""d""}"
AlCuFeW,hea,BCC_SQS,3.0725,16,,,7.0,5.36,mixed,low,Al;Cu;Fe;W,"{""Al"": ""p"", ""Cu"": ""d"", ""Fe"": ""d"", ""W"": ""d""}"
FeMoNbTa,hea,BCC_SQS,3.155,16,,,6.0,5.86,bcc,low,Fe;Mo;Nb;Ta,"{""Fe"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""Ta"": ""d""}"
FeMoNbW,hea,BCC_SQS,3.12,16,,,6.25,5.26,bcc,medium,Fe;Mo;Nb;W,"{""Fe"": ""d"", ""Mo"": ""d"", ""Nb"": ""d"", ""W"": ""d""}"
AlFeMoNb,hea,BCC_SQS,3.1575,16,,,5.5,5.51,bcc,low,Al;Fe;Mo;Nb,"{""Al"": ""p"", ""Fe"": ""d"", ""Mo"": ""d"", ""Nb"": ""d""}"
FeNbTaW,hea,BCC_SQS,3.1575,16,,,6.0,5.86,bcc,low,Fe;Nb;Ta;W,"{""Fe"": ""d"", ""Nb"": ""d"", ""Ta"": ""d"", ""W"": ""d""}"
