formula,class,source,status,reason,energy_eV,energy_per_atom_eV,a_initial,a_relaxed,n_atoms,volume_change_pct,confidence_update,elapsed_sec
Ni2MoIn,heusler,prototype,passed,,-249.8486,-62.46215,4.5234,4.5163,4,0.74,high,2.1
Ni2FeBi,heusler,prototype,passed,,-296.043,-74.01075,4.3274,4.7968,4,13.15,medium,19.8
Ni2MoGa,heusler,prototype,passed,,-253.0755,-63.268875,4.2621,4.302,4,2.65,high,5.2
Ni2MoAl,heusler,prototype,passed,,-251.3531,-62.838275,4.3274,4.2129,4,8.44,high,7.7
Ni2MoSn,heusler,prototype,passed,,-260.7284,-65.1821,4.4499,4.3679,4,5.74,high,6.7
Ni2MoGe,heusler,prototype,passed,,-263.6985,-65.924625,4.156,4.2472,4,6.2,high,6.9
Ni2MoBi,heusler,prototype,passed,,-272.2132,-68.0533,4.4336,4.3912,4,4.51,high,4.8
Ni2HfBi,heusler,prototype,passed,,-254.4487,-63.612175,4.5969,4.6672,4,8.39,high,3.8
Ni2TaSn,heusler,prototype,passed,,-247.6927,-61.923175,4.5071,4.4913,4,1.6,high,2.0
Ni2MoSi,heusler,prototype,passed,,-261.7547,-65.438675,4.1233,4.2423,4,7.8,high,9.1
Ni2MoSb,heusler,prototype,passed,,-271.7469,-67.936725,4.4744,4.353,4,8.6,high,7.6
Ni2HfSi,heusler,prototype,passed,,-243.9515,-60.987875,4.2866,4.4422,4,12.29,medium,7.9
Ni2TaIn,heusler,prototype,passed,,-237.3079,-59.326975,4.5805,4.6071,4,2.96,high,3.5
Ni2TaSi,heusler,prototype,passed,,-248.9279,-62.231975,4.1805,4.3513,4,12.07,medium,7.5
Ni2HfGe,heusler,prototype,passed,,-245.8561,-61.464025,4.3193,4.4463,4,10.54,medium,8.4
Ni2TaGe,heusler,prototype,passed,,-250.8885,-62.722125,4.2131,4.36,4,10.17,medium,6.9
Ni2WAl,heusler,prototype,passed,,-247.0937,-61.773425,4.3274,4.2621,4,5.05,high,5.5
Ni2WSn,heusler,prototype,passed,,-256.2681,-64.067025,4.4499,4.4321,4,1.95,high,2.3
Ni2TaSb,heusler,prototype,passed,,-258.5172,-64.6293,4.5316,4.4916,4,1.24,high,7.3
Ni2CoBi,heusler,prototype,passed,,-308.3489,-77.087225,4.3193,4.7645,4,8.07,high,25.9
Ni2WSb,heusler,prototype,passed,,-266.8781,-66.719525,4.4744,4.4518,4,2.47,high,4.1
Ni2WIn,heusler,prototype,passed,,-245.8836,-61.4709,4.5234,4.5437,4,2.04,high,3.6
Ni2WGa,heusler,prototype,passed,,-249.1532,-62.2883,4.2621,4.3421,4,5.6,high,6.5
Ni2WSi,heusler,prototype,passed,,-257.4263,-64.356575,4.1233,4.302,4,12.63,medium,9.4
Ni2WGe,heusler,prototype,passed,,-259.3531,-64.838275,4.156,4.3104,4,10.55,medium,6.9
Ni2TaBi,heusler,prototype,passed,,-259.0885,-64.772125,4.4907,5.3734,4,21.85,low,14.8
Ni2WBi,heusler,prototype,passed,,-267.9755,-66.993875,4.4336,5.1333,4,7.8,high,16.3
Cu2VGa,heusler,prototype,passed,,-185.293,-46.32325,4.2866,4.1408,4,16.24,medium,15.1
Cu2VSn,heusler,prototype,passed,,-191.0945,-47.773625,4.4744,4.5028,4,18.58,medium,22.2
Cu2TiGe,heusler,prototype,suspect,vol_47pct,-220.6693,-55.167325,4.2866,5.2386,4,47.04,low,30.2
Cu2TiBi,heusler,prototype,suspect,vol_68pct,-237.4149,-59.353725,4.5642,3.9629,4,68.05,low,29.5
Cu2VSi,heusler,prototype,suspect,vol_48pct,-214.1315,-53.532875,4.1478,4.7688,4,48.35,low,28.6
Cu2VIn,heusler,prototype,passed,,-183.0196,-45.7549,4.5479,3.9092,4,23.79,low,18.6
Cu2VSb,heusler,prototype,suspect,vol_50pct,-219.092,-54.773,4.4989,5.434,4,49.91,low,29.3
Cu2TiSi,heusler,prototype,suspect,vol_60pct,-219.6149,-54.903725,4.2539,3.1457,4,59.57,low,40.3
Cu2VBi,heusler,prototype,suspect,vol_67pct,-230.5976,-57.6494,4.4581,3.9272,4,66.63,low,22.9
Cu2VGe,heusler,prototype,suspect,vol_42pct,-214.4371,-53.609275,4.1805,5.2525,4,42.39,low,44.2
Cu2CrSb,heusler,prototype,passed,,-192.7663,-48.191575,4.4499,5.11,4,14.71,medium,19.9
Cu2VAl,heusler,prototype,suspect,vol_67pct,-257.8733,-64.468325,4.3519,4.7154,4,67.16,low,59.4
Cu2FeAl,heusler,prototype,passed,,-218.2702,-54.56755,4.2866,3.9542,4,22.09,low,14.3
Cu2FeGa,heusler,prototype,passed,,-221.0505,-55.262625,4.2213,4.0073,4,14.79,medium,12.7
Cu2CrGa,heusler,prototype,passed,,-205.9992,-51.4998,4.2376,4.8279,4,19.15,medium,54.4
Cu2FeGe,heusler,prototype,passed,,-230.4954,-57.62385,4.1151,4.0748,4,11.43,medium,18.5
Cu2MnBi,heusler,prototype,suspect,vol_51pct,-246.5576,-61.6394,4.4009,5.3425,4,51.42,low,39.7
Cu2CrSn,heusler,prototype,passed,,-197.6256,-49.4064,4.4254,7.5856,4,20.36,low,51.9
Cu2CrGe,heusler,prototype,passed,,-203.5591,-50.889775,4.1315,7.1962,4,11.88,medium,52.7
Cu2FeSi,heusler,prototype,passed,,-228.8883,-57.222075,4.0825,3.8522,4,7.53,high,37.0
Cu2FeSb,heusler,prototype,passed,,-237.3161,-59.329025,4.4336,4.1379,4,21.13,low,14.7
Cu2CrBi,heusler,prototype,passed,,-246.3194,-61.57985,4.4091,4.4842,4,18.01,medium,56.0
Cu2CoSi,heusler,prototype,passed,,-239.2304,-59.8076,4.0743,4.0753,4,2.21,high,10.3
Cu2MnSi,heusler,prototype,suspect,vol_36pct,-236.6897,-59.172425,4.0906,3.5451,4,36.1,low,55.7
Cu2FeBi,heusler,prototype,passed,,-237.081,-59.27025,4.3928,4.1849,4,12.93,medium,13.9
Cu2CoGa,heusler,prototype,passed,,-231.7312,-57.9328,4.2131,4.0627,4,11.26,medium,12.3
Cu2CoBi,heusler,prototype,passed,,-247.9269,-61.981725,4.3846,4.3577,4,2.64,high,3.4
Cu2FeIn,heusler,prototype,passed,,-216.8045,-54.201125,4.4826,4.1754,4,17.89,medium,16.2
Cu2CoAl,heusler,prototype,passed,,-229.6582,-57.41455,4.2784,3.9537,4,14.5,medium,18.3
Cu2NiSi,heusler,prototype,passed,,-251.5092,-62.8773,4.0662,4.1023,4,4.93,high,4.8
Cu2NiAl,heusler,prototype,passed,,-241.2973,-60.324325,4.2703,4.1163,4,11.81,medium,7.0
Cu2MnGe,heusler,prototype,passed,,-271.7576,-67.9394,4.1233,5.3089,4,22.24,low,61.6
Cu2NiIn,heusler,prototype,passed,,-240.6022,-60.15055,4.4662,4.3482,4,11.81,medium,6.6
Cu2CoGe,heusler,prototype,passed,,-241.0305,-60.257625,4.107,4.179,4,4.48,high,15.9
Cu2NiGa,heusler,prototype,passed,,-244.2896,-61.0724,4.205,4.1129,4,7.54,high,9.7
Cu2CoIn,heusler,prototype,passed,,-228.4332,-57.1083,4.4744,5.1588,4,15.0,medium,15.2
Cu2CoSb,heusler,prototype,passed,,-247.9851,-61.996275,4.4254,4.2208,4,12.52,medium,17.7
Cu2ZrSn,heusler,prototype,passed,,-180.8249,-45.206225,4.6867,4.4587,4,20.1,low,13.5
Cu2NiBi,heusler,prototype,passed,,-263.219,-65.80475,4.3764,4.934,4,11.75,medium,17.6
Cu2ZrSi,heusler,prototype,suspect,vol_52pct,-196.3497,-49.087425,4.3601,3.4536,4,51.64,low,20.0
Cu2NiGe,heusler,prototype,passed,,-253.5342,-63.38355,4.0988,4.0679,4,2.54,high,28.1
Cu2ZrGe,heusler,prototype,passed,,-191.5875,-47.896875,4.3928,5.1043,4,21.04,low,25.1
Cu2NbSi,heusler,prototype,suspect,vol_52pct,-207.7239,-51.930975,4.2458,3.5169,4,51.86,low,24.8
Cu2NbAl,heusler,prototype,suspect,vol_61pct,-203.9476,-50.9869,4.4499,3.6687,4,61.4,low,25.3
Cu2NbGa,heusler,prototype,suspect,vol_32pct,-197.8149,-49.453725,4.3846,6.3203,4,32.41,low,28.3
Cu2NbGe,heusler,prototype,suspect,vol_38pct,-208.3797,-52.094925,4.2784,5.3469,4,38.29,low,22.2
Cu2NbIn,heusler,prototype,passed,,-178.299,-44.57475,4.6459,4.4057,4,15.35,medium,13.6
Cu2NbSb,heusler,prototype,suspect,vol_46pct,-213.9792,-53.4948,4.5969,5.6844,4,45.87,low,22.0
Cu2ZrBi,heusler,prototype,suspect,vol_36pct,-219.7717,-54.942925,4.6704,4.68,4,36.35,low,39.9
Cu2NbSn,heusler,prototype,suspect,vol_42pct,-203.2493,-50.812325,4.5724,5.9305,4,42.24,low,30.8
Cu2NbBi,heusler,prototype,suspect,vol_64pct,-222.4806,-55.62015,4.5561,3.9342,4,63.94,low,22.7
Cu2MoGa,heusler,prototype,passed,,-196.4405,-49.110125,4.3274,4.3282,4,10.0,high,14.5
Cu2ZrSb,heusler,prototype,passed,,-238.0262,-59.50655,4.7112,5.6308,4,29.39,low,46.8
Cu2MoIn,heusler,prototype,passed,,-192.3997,-48.099925,4.5887,4.3141,4,13.84,medium,19.2
Cu2HfGe,heusler,prototype,passed,,-183.707,-45.92675,4.3846,5.0702,4,1.11,high,17.6
Cu2MoAl,heusler,prototype,suspect,vol_67pct,-251.8832,-62.9708,4.3928,3.6283,4,67.34,low,37.9
Cu2HfSi,heusler,prototype,suspect,vol_52pct,-199.7831,-49.945775,4.3519,3.4077,4,52.02,low,27.2
Cu2MoSn,heusler,prototype,passed,,-239.4017,-59.850425,4.5152,6.5712,4,15.84,medium,44.1
Cu2MoSi,heusler,prototype,suspect,vol_31pct,-258.9595,-64.739875,4.1886,4.7965,4,31.25,low,53.2
Cu2MoBi,heusler,prototype,suspect,vol_48pct,-240.7493,-60.187325,4.4989,5.6191,4,47.64,low,36.2
Cu2MoSb,heusler,prototype,passed,,-250.4478,-62.61195,4.5397,6.5311,4,17.54,medium,43.4
Cu2HfSn,heusler,prototype,suspect,vol_31pct,-191.8049,-47.951225,4.6785,5.4615,4,31.13,low,36.5
Cu2HfSb,heusler,prototype,passed,,-202.6516,-50.6629,4.703,5.7653,4,28.2,low,25.0
Cu2TaAl,heusler,prototype,suspect,vol_63pct,-192.3825,-48.095625,4.4499,3.6983,4,62.52,low,23.4
Cu2HfBi,heusler,prototype,passed,,-203.9499,-50.987475,4.6622,6.2035,4,19.99,medium,24.9
Cu2TaSi,heusler,prototype,suspect,vol_49pct,-197.3351,-49.333775,4.2458,3.4459,4,48.64,low,21.2
Cu2TaGa,heusler,prototype,passed,,-188.4399,-47.109975,4.3846,5.4437,4,22.14,low,18.2
Cu2TaIn,heusler,prototype,passed,,-175.1744,-43.7936,4.6459,4.5212,4,11.03,medium,16.9
Cu2TaGe,heusler,prototype,passed,,-198.0177,-49.504425,4.2784,5.5523,4,14.13,medium,21.5
Cu2MoGe,heusler,prototype,passed,,-260.3536,-65.0884,4.2213,3.7465,4,18.83,medium,70.8
Cu2TaSn,heusler,prototype,passed,,-194.4905,-48.622625,4.5724,5.7818,4,24.9,low,28.6
Cu2TaSb,heusler,prototype,passed,,-204.9389,-51.234725,4.5969,6.3605,4,19.11,medium,28.2
Cu2WGa,heusler,prototype,passed,,-189.6866,-47.42165,4.3274,4.7023,4,3.42,high,18.4
Cu2TaBi,heusler,prototype,passed,,-206.4761,-51.619025,4.5561,6.7575,4,11.18,medium,28.7
Mn2TiIn,heusler,prototype,passed,,-151.8826,-37.97065,4.6377,4.6085,4,3.09,high,4.4
Cu2WIn,heusler,prototype,passed,,-185.4594,-46.36485,4.5887,4.4297,4,9.42,high,12.4
Mn2TiSb,heusler,prototype,passed,,-175.9033,-43.975825,4.5887,4.3029,4,17.48,medium,7.1
Mn2TiSn,heusler,prototype,passed,,-163.8718,-40.96795,4.5642,4.3785,4,11.72,medium,11.2
Cu2WSn,heusler,prototype,passed,,-196.6412,-49.1603,4.5152,6.1761,4,0.45,high,23.0
Mn2CrGe,heusler,prototype,passed,,-176.7522,-44.18805,4.1151,4.1057,4,1.26,high,3.5
Mn2VSb,heusler,prototype,passed,,-183.7267,-45.931675,4.4826,4.2068,4,17.57,medium,10.6
Mn2TiBi,heusler,prototype,passed,,-177.8877,-44.471925,4.5479,4.6352,4,22.75,low,10.7
Mn2VBi,heusler,prototype,passed,,-185.785,-46.44625,4.4417,4.2937,4,24.49,low,12.6
Mn2CrIn,heusler,prototype,passed,,-161.1444,-40.2861,4.4826,4.3963,4,5.62,high,8.0
Mn2CrSn,heusler,prototype,passed,,-172.9219,-43.230475,4.4091,4.7952,4,2.74,high,10.3
Mn2CrGa,heusler,prototype,passed,,-164.7061,-41.176525,4.2213,4.2186,4,4.65,high,17.5
Mn2CrBi,heusler,prototype,passed,,-185.7721,-46.443025,4.3928,4.1892,4,21.83,low,8.4
Mn2CrSb,heusler,prototype,passed,,-184.3657,-46.091425,4.4336,4.6813,4,7.72,high,13.4
Cu2WAl,heusler,prototype,suspect,vol_62pct,-252.1764,-63.0441,4.3928,4.9877,4,61.77,low,53.5
Cu2WSi,heusler,prototype,passed,,-216.4874,-54.12185,4.1886,7.9285,4,19.39,medium,54.8
Mn2FeSi,heusler,prototype,passed,,-204.9462,-51.23655,4.0662,3.8901,4,11.72,medium,8.3
Mn2FeAl,heusler,prototype,passed,,-194.5996,-48.6499,4.2703,4.1538,4,25.71,low,13.0
Cu2WSb,heusler,prototype,passed,,-239.2535,-59.813375,4.5397,6.6282,4,13.63,medium,47.4
Mn2FeGa,heusler,prototype,passed,,-194.477,-48.61925,4.205,4.9567,4,8.88,high,11.5
Mn2FeSn,heusler,prototype,passed,,-202.9433,-50.735825,4.3928,4.9183,4,3.22,high,12.2
Mn2FeBi,heusler,prototype,passed,,-217.8444,-54.4611,4.3764,4.1653,4,27.18,low,12.3
Mn2NiGe,heusler,prototype,passed,,-232.5415,-58.135375,4.0825,4.0405,4,3.09,high,8.3
Mn2FeSb,heusler,prototype,passed,,-214.7212,-53.6803,4.4172,4.6017,4,11.08,medium,16.6
Mn2FeIn,heusler,prototype,passed,,-191.9566,-47.98915,4.4662,5.532,4,3.21,high,15.3
Mn2ZrGa,heusler,prototype,passed,,-154.771,-38.69275,4.4826,4.4921,4,0.99,high,1.9
Mn2FeGe,heusler,prototype,passed,,-207.2902,-51.82255,4.0988,4.1223,4,8.67,high,21.5
Mn2NiAl,heusler,prototype,passed,,-220.2785,-55.069625,4.2539,4.2465,4,20.39,low,12.5
Mn2CoBi,heusler,prototype,passed,,-230.1554,-57.53885,4.3683,4.2309,4,24.04,low,13.2
Mn2ZrSi,heusler,prototype,passed,,-164.1976,-41.0494,4.3438,4.3916,4,4.98,high,3.9
Mn2NiIn,heusler,prototype,passed,,-216.2994,-54.07485,4.4499,4.4489,4,8.34,high,9.5
Cu2WGe,heusler,prototype,passed,,-231.74,-57.935,4.2213,3.7525,4,16.49,medium,67.0
Mn2ZrGe,heusler,prototype,passed,,-166.4403,-41.610075,4.3764,4.408,4,3.26,high,4.2
Mn2NbGe,heusler,prototype,passed,,-174.419,-43.60475,4.2621,4.2663,4,0.43,high,1.9
Mn2ZrSn,heusler,prototype,passed,,-163.5905,-40.897625,4.6704,4.5103,4,9.79,high,6.1
Mn2NbSi,heusler,prototype,passed,,-172.198,-43.0495,4.2295,4.2125,4,1.27,high,5.7
Mn2NiBi,heusler,prototype,passed,,-243.6884,-60.9221,4.3601,4.2493,4,23.07,low,11.4
Mn2ZrIn,heusler,prototype,passed,,-151.9974,-37.99935,4.7438,4.6779,4,4.13,high,6.9
Mn2ZrAl,heusler,prototype,passed,,-153.9131,-38.478275,4.5479,5.0271,4,16.22,medium,12.8
Mn2NbIn,heusler,prototype,passed,,-158.9865,-39.746625,4.6295,4.6044,4,2.96,high,4.1
Mn2NbSn,heusler,prototype,passed,,-171.0998,-42.77495,4.5561,4.3873,4,10.62,medium,7.1
Mn2ZrSb,heusler,prototype,passed,,-175.4232,-43.8558,4.6949,4.4588,4,13.86,medium,10.2
Mn2ZrBi,heusler,prototype,passed,,-177.4871,-44.371775,4.654,5.064,4,19.16,medium,10.9
Mn2NbSb,heusler,prototype,passed,,-183.0703,-45.767575,4.5805,4.3311,4,15.52,medium,7.8
Mn2MoGe,heusler,prototype,passed,,-186.1157,-46.528925,4.205,4.1605,4,3.17,high,5.3
Mn2HfGa,heusler,prototype,passed,,-154.9649,-38.741225,4.4744,4.4744,4,0.0,high,1.1
Mn2HfSi,heusler,prototype,passed,,-164.4087,-41.102175,4.3356,4.367,4,3.28,high,3.3
Mn2MoSn,heusler,prototype,passed,,-182.3926,-45.59815,4.4989,4.3067,4,12.5,medium,10.1
Mn2HfGe,heusler,prototype,passed,,-166.6228,-41.6557,4.3683,4.3831,4,1.53,high,5.1
Mn2MoSb,heusler,prototype,passed,,-194.1896,-48.5474,4.5234,4.2393,4,17.66,medium,9.3
Mn2NbBi,heusler,prototype,passed,,-184.6453,-46.161325,4.5397,4.591,4,20.31,low,11.5
Mn2MoIn,heusler,prototype,passed,,-170.4233,-42.605825,4.5724,4.9791,4,1.15,high,11.0
Mn2MoBi,heusler,prototype,passed,,-196.4052,-49.1013,4.4826,4.4865,4,22.9,low,12.1
Mn2HfAl,heusler,prototype,passed,,-154.0124,-38.5031,4.5397,4.9399,4,17.56,medium,12.0
Mn2HfSn,heusler,prototype,passed,,-163.7441,-40.936025,4.6622,4.4835,4,10.95,medium,9.3
Mn2TaIn,heusler,prototype,passed,,-158.3286,-39.58215,4.6295,4.5978,4,3.52,high,3.6
Mn2TaSn,heusler,prototype,passed,,-170.4303,-42.607575,4.5561,4.3782,4,10.98,medium,6.7
Mn2TaSb,heusler,prototype,passed,,-182.3079,-45.576975,4.5805,4.3306,4,15.79,medium,7.0
Mn2HfIn,heusler,prototype,passed,,-152.1002,-38.02505,4.7357,4.6516,4,4.74,high,9.5
Cr2TiSi,heusler,prototype,passed,,-113.9399,-28.484975,4.2539,4.2461,4,0.99,high,2.1
Mn2HfSb,heusler,prototype,passed,,-175.5524,-43.8881,4.6867,4.4324,4,15.1,medium,14.0
Mn2WSb,heusler,prototype,passed,,-190.951,-47.73775,4.5234,4.262,4,16.54,medium,7.4
Cr2TiGa,heusler,prototype,passed,,-105.185,-26.29625,4.3928,4.3993,4,0.6,high,2.5
Mn2HfBi,heusler,prototype,passed,,-177.5683,-44.392075,4.6459,4.9895,4,20.09,low,11.8
Mn2TaBi,heusler,prototype,passed,,-183.7865,-45.946625,4.5397,4.58,4,19.91,medium,8.0
Cr2TiIn,heusler,prototype,passed,,-101.1065,-25.276625,4.654,4.6453,4,0.9,high,1.9
Mn2WIn,heusler,prototype,passed,,-167.4222,-41.85555,4.5724,5.0214,4,0.64,high,9.4
Cr2TiGe,heusler,prototype,passed,,-116.0845,-29.021125,4.2866,4.281,4,1.12,high,4.0
Mn2WBi,heusler,prototype,passed,,-192.7948,-48.1987,4.4826,4.4741,4,21.4,low,8.2
Cr2TiAl,heusler,prototype,passed,,-103.1934,-25.79835,4.4581,4.3656,4,17.8,medium,12.4
Cr2TiSn,heusler,prototype,passed,,-112.0845,-28.021125,4.5805,4.6758,4,5.25,high,10.6
Cr2VGe,heusler,prototype,passed,,-126.2099,-31.552475,4.1805,4.4952,4,11.04,medium,9.7
Cr2TiSb,heusler,prototype,passed,,-123.6522,-30.91305,4.605,5.0408,4,1.33,high,12.9
Cr2TiBi,heusler,prototype,passed,,-124.0726,-31.01815,4.5642,4.5384,4,22.06,low,13.0
Cr2VSb,heusler,prototype,passed,,-133.7452,-33.4363,4.4989,4.8986,4,1.15,high,11.3
Cr2VGa,heusler,prototype,passed,,-114.7167,-28.679175,4.2866,4.7385,4,10.31,medium,14.7
Cr2VSn,heusler,prototype,passed,,-122.0932,-30.5233,4.4744,5.0377,4,4.47,high,15.3
Cr2MnSn,heusler,prototype,passed,,-142.8484,-35.7121,4.4172,4.4172,4,0.0,high,1.3
Cr2VSi,heusler,prototype,passed,,-124.226,-31.0565,4.1478,4.4303,4,10.69,medium,19.2
Cr2MnGe,heusler,prototype,passed,,-147.4408,-36.8602,4.1233,4.1932,4,5.24,high,9.0
Cr2MnGa,heusler,prototype,passed,,-135.8745,-33.968625,4.2295,4.3183,4,12.85,medium,12.0
Cr2VBi,heusler,prototype,passed,,-133.6514,-33.41285,4.4581,4.4476,4,20.0,low,16.3
Cr2MnAl,heusler,prototype,passed,,-134.0671,-33.516775,4.2948,4.3728,4,16.32,medium,15.4
Cr2FeSi,heusler,prototype,passed,,-158.976,-39.744,4.0825,4.0797,4,0.31,high,2.3
Cr2FeSn,heusler,prototype,passed,,-156.3601,-39.090025,4.4091,4.4091,4,0.0,high,1.3
Cr2VIn,heusler,prototype,passed,,-111.4537,-27.863425,4.5479,5.3295,4,6.93,high,22.0
Cr2MnSb,heusler,prototype,passed,,-154.3356,-38.5839,4.4417,4.3342,4,8.18,high,12.9
Cr2MnIn,heusler,prototype,passed,,-132.0477,-33.011925,4.4907,4.519,4,14.32,medium,13.3
Cr2MnBi,heusler,prototype,passed,,-155.9454,-38.98635,4.4009,4.477,4,17.51,medium,14.7
Cr2FeGe,heusler,prototype,passed,,-160.9026,-40.22565,4.1151,4.1755,4,4.46,high,7.7
Cr2FeAl,heusler,prototype,passed,,-148.3062,-37.07655,4.2866,4.3209,4,19.53,medium,12.6
Cr2MnSi,heusler,prototype,passed,,-145.5545,-36.388625,4.0906,4.1473,4,7.12,high,27.5
Cr2FeSb,heusler,prototype,passed,,-167.6958,-41.92395,4.4336,4.3472,4,7.46,high,11.7
Cr2FeIn,heusler,prototype,passed,,-145.5075,-36.376875,4.4826,4.4995,4,10.77,medium,11.3
Cu2WBi,heusler,prototype,passed,,-258.6772,-64.6693,4.4989,6.2121,4,21.33,low,123.5
Cr2CoGa,heusler,prototype,passed,,-160.302,-40.0755,4.2131,4.3475,4,14.56,medium,7.1
Cr2CoGe,heusler,prototype,passed,,-171.43,-42.8575,4.107,4.2042,4,7.3,high,6.4
Cr2FeBi,heusler,prototype,passed,,-169.6801,-42.420025,4.3928,4.495,4,16.41,medium,13.1
Cr2CoAl,heusler,prototype,passed,,-159.1017,-39.775425,4.2784,4.4729,4,13.24,medium,12.5
Cr2CoSb,heusler,prototype,passed,,-178.1771,-44.544275,4.4254,4.3721,4,3.55,high,6.8
Cr2FeGa,heusler,prototype,passed,,-149.8732,-37.4683,4.2213,4.3659,4,13.35,medium,21.3
Cr2NiSb,heusler,prototype,passed,,-189.5465,-47.386625,4.4172,4.4172,4,0.0,high,1.1
Cr2NiSi,heusler,prototype,passed,,-180.7208,-45.1802,4.0662,4.1298,4,6.35,high,6.8
Cr2CoSi,heusler,prototype,passed,,-169.8392,-42.4598,4.0743,4.5441,4,24.46,low,14.9
Cr2CoIn,heusler,prototype,passed,,-156.4821,-39.120525,4.4744,4.5641,4,15.84,medium,11.1
Cr2ZrAl,heusler,prototype,passed,,-100.6973,-25.174325,4.5642,4.51,4,5.03,high,6.7
Cr2CoBi,heusler,prototype,passed,,-180.2592,-45.0648,4.3846,4.6563,4,9.58,high,14.9
Cr2NiGa,heusler,prototype,passed,,-171.9184,-42.9796,4.205,4.4078,4,18.48,medium,13.4
Cr2CoSn,heusler,prototype,passed,,-167.1574,-41.78935,4.4009,4.5633,4,10.52,medium,18.5
Cr2NiSn,heusler,prototype,passed,,-178.8816,-44.7204,4.3928,4.6742,4,15.39,medium,12.5
Cr2NiAl,heusler,prototype,passed,,-170.8917,-42.722925,4.2703,4.5462,4,10.26,medium,18.2
Cr2NiIn,heusler,prototype,passed,,-168.2392,-42.0598,4.4662,4.5932,4,17.18,medium,12.3
Cr2ZrGe,heusler,prototype,passed,,-113.6742,-28.41855,4.3928,4.4536,4,6.0,high,5.2
Cr2ZrGa,heusler,prototype,passed,,-103.2981,-25.824525,4.4989,4.5543,4,3.88,high,6.4
Cr2ZrSn,heusler,prototype,passed,,-110.1014,-27.52535,4.6867,4.5828,4,6.69,high,9.1
Cr2NiBi,heusler,prototype,passed,,-191.9186,-47.97965,4.3764,4.8145,4,2.42,high,17.2
Cr2NiGe,heusler,prototype,passed,,-183.4928,-45.8732,4.0988,4.6187,4,24.71,low,23.1
Cr2ZrSi,heusler,prototype,passed,,-111.4749,-27.868725,4.3601,4.3752,4,7.82,high,14.6
Cr2ZrSb,heusler,prototype,passed,,-120.7898,-30.19745,4.7112,4.5434,4,10.49,medium,11.9
Cr2ZrBi,heusler,prototype,passed,,-121.3877,-30.346925,4.6704,4.7459,4,11.86,medium,12.5
Cr2ZrIn,heusler,prototype,passed,,-99.9612,-24.9903,4.7602,5.0217,4,1.17,high,13.4
Cr2NbAl,heusler,prototype,passed,,-108.9075,-27.226875,4.4499,4.4675,4,9.12,high,15.8
Cr2NbGa,heusler,prototype,passed,,-111.3421,-27.835525,4.3846,4.753,4,10.91,medium,14.5
Cr2NbSb,heusler,prototype,passed,,-130.2591,-32.564775,4.5969,5.0045,4,3.97,high,13.7
Cr2NbIn,heusler,prototype,passed,,-108.2252,-27.0563,4.6459,5.2986,4,7.95,high,17.5
Cr2MoSi,heusler,prototype,passed,,-135.5498,-33.88745,4.1886,4.554,4,17.42,medium,12.8
Cr2NbGe,heusler,prototype,passed,,-121.9595,-30.489875,4.2784,4.5602,4,9.53,high,20.1
Cr2NbSi,heusler,prototype,passed,,-119.9257,-29.981425,4.2458,4.6469,4,8.68,high,25.4
Cr2NbSn,heusler,prototype,passed,,-118.7428,-29.6857,4.5724,5.2533,4,11.45,medium,21.0
Cr2MoGa,heusler,prototype,passed,,-126.2495,-31.562375,4.3274,4.7326,4,15.89,medium,10.8
Cr2MoAl,heusler,prototype,passed,,-123.5546,-30.88865,4.3928,4.5161,4,12.37,medium,17.2
Cr2NbBi,heusler,prototype,passed,,-130.1001,-32.525025,4.5561,4.8213,4,14.92,medium,20.6
Cr2HfGe,heusler,prototype,passed,,-111.7697,-27.942425,4.3846,4.4319,4,4.6,high,4.1
Cr2HfGa,heusler,prototype,passed,,-101.4155,-25.353875,4.4907,4.5355,4,3.02,high,7.9
Cr2HfIn,heusler,prototype,passed,,-97.8561,-24.464025,4.752,4.752,4,0.0,high,1.3
Cr2HfAl,heusler,prototype,passed,,-98.8028,-24.7007,4.5561,4.4862,4,6.54,high,9.8
Cr2MoSb,heusler,prototype,passed,,-144.6157,-36.153925,4.5397,4.9831,4,3.26,high,14.2
Cr2HfSn,heusler,prototype,passed,,-108.1679,-27.041975,4.6785,4.5685,4,7.17,high,8.5
Cr2MoSn,heusler,prototype,passed,,-133.4616,-33.3654,4.5152,5.0343,4,7.43,high,19.4
Cr2TaAl,heusler,prototype,passed,,-105.2833,-26.320825,4.4499,4.3575,4,8.85,high,5.0
Cr2HfSb,heusler,prototype,passed,,-118.8969,-29.724225,4.703,4.5301,4,11.26,medium,9.4
Cr2MoGe,heusler,prototype,passed,,-137.5057,-34.376425,4.2213,4.3846,4,18.33,medium,26.9
Cr2HfSi,heusler,prototype,passed,,-109.5984,-27.3996,4.3519,4.3643,4,7.14,high,17.1
Cr2TaSi,heusler,prototype,passed,,-115.9855,-28.996375,4.2458,4.3063,4,6.03,high,5.8
Cr2MoIn,heusler,prototype,passed,,-122.8265,-30.706625,4.5887,5.3834,4,10.82,medium,18.9
Cr2TaSn,heusler,prototype,passed,,-114.3293,-28.582325,4.5724,4.5096,4,6.55,high,4.2
Cr2TaGa,heusler,prototype,passed,,-107.6089,-26.902225,4.3846,4.4557,4,4.17,high,7.8
Cr2TaGe,heusler,prototype,passed,,-118.2697,-29.567425,4.2784,4.3383,4,4.1,high,7.8
